,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S,LB_BATCH_mu=1.78_S,GLC_BATCH_mu=0.67_S,LB_BATCH_mu=2.3_S,GLC_BATCH_mu=1.03_S
b1238,130.38439999999997,310.675,231.9936,47.126999999999995,57.251599999999996,84.233,67.24080000000001,67.5875,62.42400000000001,36.744,19.2192,14.895999999999999,166.14720000000003,3.0618,93.91199999999999,10.385299999999999,113.9838,71.036,51.796800000000005,18.7368,52.9932,89.36240000000001,430.5084,168.435,441.6026,229.1973
b4170,11.431000000000001,23.327499999999997,8.2368,12.017499999999998,16.2814,17.6457,20.3148,20.724999999999998,37.1115,33.696,27.8824,27.6925,20.5254,10.3518,10.542,11.5922,14.2296,12.026,18.4932,7.5591,14.035200000000001,17.3308,4.2612,3.93,27.751400000000004,28.532400000000003
b4292,4.2458,1.204,,1.4144999999999999,10.020299999999999,4.5326,3.9204000000000003,4.1499999999999995,3.6315,6.611999999999999,1.3312000000000002,0.969,0.08100000000000002,0.3402,12.977999999999998,127.5589,19.992,,,1.4541000000000002,1.7802,,,,,
b3126,4.686,518.8165,68.0832,9.039,2.4765,6.4321,14.454,4.987500000000001,17.5635,15.107999999999999,12.2408,18.107,0.7776000000000001,1.7172000000000003,2.408,10.9068,18.183899999999998,1.8199999999999998,7.194000000000001,4.5399,10.023299999999999,12.062000000000001,1414.4640000000002,43.86,449.12360000000007,44.1969
b3124,,,,,,,,,,,,,,,,,,,,,,,81.0052,8.715,51.4698,3.6816
b1702,1643.9198,5146.648499999999,4148.8704,2999.8555,3861.3588,2062.0972,2443.2540000000004,5229.6875,2500.7670000000003,2517.444,1944.7792000000002,1732.7714999999998,2049.5268,1990.2348000000002,2654.33,2504.4069,3013.8381,1744.5539999999999,2546.5044000000003,1954.3659000000002,4524.3783,898.3304,4464.7412,1255.83,4925.1214,3958.3395
b0907,25773.1704,6832.162499999999,11015.1168,9202.529999999999,9773.7041,13921.7106,12785.058,10902.0625,10354.2435,7226.639999999999,4928.7991999999995,3098.311,10201.7718,9271.3248,24161.787999999997,27849.768799999998,31326.817199999998,21946.064,13007.214000000002,8875.3269,12960.0108,23143.0116,5353.593600000001,27276.045,5422.030600000001,30456.4962
b2209,304.5758,8334.4965,3141.6,230.2875,184.023,229.6692,179.33520000000001,167.4375,295.488,559.236,415.9168,278.7015,511.0128,390.8736,597.814,227.89549999999997,272.9055,328.496,189.35399999999998,88.1118,257.355,173.6632,4538.496000000001,98.35499999999999,5422.117800000001,119.0679
b2585,420.2774,1568.812,671.1744,324.875,501.84049999999996,542.471,510.29879999999997,572.2625,787.4415,774.168,580.5384,637.64,248.5728,309.6468,246.49799999999996,359.239,342.7011,369.95,521.4528,363.3474,539.7747,595.256,815.8820000000001,253.245,721.0132000000001,472.16519999999997
b1130,4212.9128,6734.767499999999,8700.748800000001,3392.96,3917.7595,4131.2422,3896.9436,2831.625,3650.4945000000002,3358.728,2526.8672,1786.0475,2030.0706000000002,2055.861,5021.142,4025.8906,4699.060799999999,4744.166,4011.5856,2589.5190000000002,3895.6322999999998,4346.5528,5765.5096,4417.005,6237.0236,5421.9879
b1129,17.111,67.9615,27.4752,16.9625,18.2499,26.658500000000004,19.549200000000003,23.3125,24.003000000000004,26.952,21.850400000000004,21.602999999999998,7.954200000000001,10.497600000000002,12.082,17.7459,16.2729,21.7,29.3964,15.762,30.856800000000003,32.4268,,,,
b3644,1008.3846,2069.6545,1637.4528,729.675,991.7556999999999,859.5957999999999,990.2772000000001,978.85,1010.0025,760.656,609.596,542.3075,719.2962,678.294,972.6919999999999,1122.7448,1211.721,1005.158,782.4564,760.9827000000001,945.1959,1137.7352,1324.8092,807.105,1466.4424,989.1645000000001
b3645,0.6958,0.0645,,2.2655,6.6167,4.0741,0.09240000000000001,0.2625,0.5670000000000001,3.0119999999999996,0.0624,1.3204999999999998,0.7128000000000001,0.9072000000000001,0.182,2.831,0.0,,,1.1877000000000002,3.4314000000000004,,,,,
b2395,1.5052,6.2565,2.5728,1.2994999999999999,0.9144,2.3973,0.7260000000000001,1.0,4.9005,4.788,3.4008000000000003,2.7359999999999998,0.43740000000000007,1.3446,0.644,4.1422,1.4847,0.7979999999999999,0.1716,0.0999,0.2322,0.5476,,,,
b1243,8171.9864,14369.654,58148.9856,3400.2279999999996,6990.4102,8889.8827,6588.3312000000005,6887.4125,8933.949,7395.779999999999,5701.4776,4060.148,12826.2852,14028.535800000001,19735.478,5003.9862,9931.8639,12874.511999999999,6967.356000000001,4763.1321,8365.9725,8962.6284,5649.9272,31141.68,2360.8528,4312.7112
b2751,2158.187,804.745,1723.5264,791.9129999999999,1171.8544,1357.3827,1530.9492,1251.3375,2071.1025000000004,1122.12,598.7904,359.024,242.22240000000002,286.2216,900.3539999999999,1999.9078,1854.9488999999999,1445.71,1083.7992,647.5629,1095.3261,2392.42,220.86160000000004,1305.6299999999999,126.5926,3558.7266
b3544,7012.7552000000005,5322.97,29109.8304,9395.8565,16858.6277,11346.027900000001,13006.158,14565.287499999999,13686.691500000003,14413.56,11121.2088,8858.085,7009.5132,7635.254400000001,10835.384,7688.5341,9356.3883,10777.256,13795.042800000001,8881.6983,14311.2471,11043.5824,3658.6748000000002,10275.855,601.3530000000001,13821.7707
b1308,165.04659999999998,3332.0914999999995,2879.328,404.43199999999996,565.0103,305.5706,375.83040000000005,546.7375,380.2815,325.068,124.06160000000001,96.73849999999999,128.53080000000003,109.65780000000001,191.54799999999997,56.3518,165.1986,172.13,641.8236,119.10300000000001,436.5231,231.102,13999.716800000002,734.955,5301.651,1039.5386999999998
b0467,22.862000000000002,42.440999999999995,2.2655999999999996,12.235999999999999,19.6977,14.7506,20.526000000000003,13.6875,10.8405,9.491999999999999,8.3096,4.902,6.3504000000000005,0.016200000000000003,20.538,31.439000000000004,18.5955,15.203999999999999,13.002,10.500600000000002,14.0094,22.422,,,,
b1830,717.8384,1334.1395,1001.2032,416.33449999999993,509.8161,524.4585000000001,595.5444,563.625,570.0915000000001,419.064,301.6,255.721,344.331,269.40600000000006,548.002,656.9559,713.9202,692.2439999999999,535.2864,380.3304,545.6571,748.1696,1043.4852,729.9749999999999,1060.6354000000001,1044.5478
b0525,3273.2135999999996,7433.022999999999,3337.1519999999996,1761.455,2914.5865,2915.1168000000002,3383.6616000000004,2546.1625,2697.1920000000005,1998.408,1523.6936,1063.316,4134.855600000001,3815.2782000000007,5936.965999999999,7812.546799999999,7501.8657,4974.69,2761.2948,1906.7358000000002,2782.5687000000003,4367.2432,3802.2200000000003,2447.295,4466.972600000001,2440.6707
b0475,26.6818,131.408,59.9232,8.7515,9.9695,31.8723,12.144,8.225,9.3825,6.204,4.9816,1.7765,21.0924,11.34,9.898,6.556,0.1176,5.613999999999999,4.9104,7.758900000000001,8.4237,7.4444,148.1668,41.25,351.2852,130.2012
b0588,16.471999999999998,13.158,52.1856,20.251499999999997,14.5161,17.8029,19.668000000000003,22.9875,12.717,9.432,6.1152,6.0895,44.7768,68.1696,96.656,40.5429,53.5962,112.81199999999998,14.718000000000002,17.2272,22.8072,29.822,2.0988,13.23,13.930200000000001,70.6938
b3288,1015.6265999999999,3412.2864999999997,2927.6351999999997,725.7305,887.6538,1071.6455,1011.7800000000001,950.75,775.0485000000001,509.76,449.76880000000006,344.128,770.2128,836.0172,1201.0459999999998,1127.2744,1318.1931,1301.79,704.4048,571.9719,697.7352,981.1363999999999,2111.8804,878.3399999999999,3140.508,1338.1907999999999
b1300,164.19459999999998,92.2135,117.7152,32.119499999999995,64.35090000000001,220.9053,95.4756,72.92500000000001,527.58,683.496,237.7752,40.7455,8.7318,16.2648,93.604,35.1938,33.8835,132.678,486.89520000000005,30.1365,90.09360000000001,245.22119999999998,17.087200000000003,158.655,33.092400000000005,38.2143
b0886,109.12699999999998,340.8825,210.0288,59.28249999999999,93.57360000000001,134.86450000000002,135.6168,129.0125,183.24900000000002,137.316,102.752,98.1255,57.672000000000004,125.0802,94.514,204.14489999999998,79.54169999999999,97.56599999999999,91.7664,51.75930000000001,79.3737,162.9628,171.48680000000002,58.86,200.124,195.0363
b0154,4131.3196,8137.1695,7029.7919999999995,1768.2054999999998,2772.3972999999996,2871.52,3353.8164,2694.0750000000003,2868.3855000000003,2089.092,1503.6008,1094.3335,1669.2966000000001,1692.8838,3585.6239999999993,4513.2547,3867.8787,3681.8739999999993,2702.436,1932.6432,2668.3392,3974.8063999999995,6065.744,3560.9849999999997,8407.061,5217.8360999999995
b1829,640.2496,1159.323,1110.7584,292.72099999999995,521.4493,601.9581000000001,521.1888,579.0375,569.5785000000001,399.55199999999996,238.004,204.0125,155.5524,173.35620000000003,211.47,868.4018000000001,491.3034,412.22999999999996,452.694,217.32690000000002,392.68890000000005,612.7348,1680.5876,901.47,1885.4820000000002,1871.9343
b3957,3045.19,701.0504999999999,1093.2096,920.4944999999999,1156.9446,1260.4558,1818.3132,1661.0375,1763.91,929.4,884.3536,910.2995,1572.7446000000002,1708.2414,3674.776,3289.3091000000004,3648.3194999999996,2148.552,1553.1912000000002,1464.5340000000003,1193.1726,2713.4764,485.3528,2968.38,576.0868,4440.1335
b2733,55.252199999999995,250.7115,94.9632,25.6105,40.2717,47.736399999999996,38.2404,58.6,56.7675,35.772,24.7728,20.843,12.4578,20.088,46.284,59.57019999999999,38.881499999999996,49.67199999999999,32.564400000000006,17.094,20.8593,53.3096,237.20680000000002,61.949999999999996,463.96940000000006,217.179
b0394,284.97979999999995,575.77,718.7520000000001,259.8425,341.503,331.954,424.7628,272.425,269.60850000000005,280.296,257.1712,276.868,286.62660000000005,244.92780000000002,289.198,296.85269999999997,383.68469999999996,275.226,345.6816,284.69280000000003,338.7282,292.892,253.6156,134.07,253.3814,191.4432
b0657,67.0098,152.80049999999997,117.792,21.217499999999998,36.4363,60.888799999999996,39.6396,35.6375,50.6925,44.868,32.968,24.2155,53.57340000000001,33.7284,28.84,65.9325,90.4491,46.480000000000004,43.5996,22.788300000000003,26.651400000000002,63.7732,4.6004000000000005,2.445,18.0504,19.7709
b1538,838.7087999999999,883.2845,1203.7440000000001,611.938,746.633,713.7404,703.1772000000001,490.90000000000003,654.6690000000001,510.0,413.8576,324.235,476.44200000000006,394.51860000000005,935.2839999999999,970.288,1101.7649999999999,961.1559999999998,681.0936,541.1694000000001,529.7772,740.1036,405.4288,461.805,397.6756,611.3226
b3621,88.0258,197.886,,27.784,40.7289,60.784,47.1504,41.537499999999994,33.7905,32.244,3.9208000000000003,10.526,1.8954,12.4092,88.41,93.87,81.5703,,,10.212,59.688300000000005,,52.788,15.27,63.17640000000001,27.8952
b2470,1.278,0.4085,0.0192,1.5984999999999998,1.27,0.4061,2.5608,3.6375,0.2565,0.276,0.312,0.266,0.0,0.0,0.0,1.4453,0.0,1.9319999999999997,0.0,0.3441,0.6063,1.9832,0.1272,0.0,0.0,3.2214
b2471,17.9062,307.8585,56.14079999999999,15.064999999999998,6.2865,1.0873,8.2764,3.4499999999999997,25.879500000000004,13.776,12.2616,9.347999999999999,73.46700000000001,104.5224,54.92199999999999,34.8958,93.8595,7.77,19.351200000000002,2.1534,40.1319,34.7504,137.71519999999998,29.355,169.1244,36.0726
b3256,2570.6117999999997,11506.714,6082.7136,1202.9229999999998,1992.1092999999998,1745.7584000000002,2093.4012000000002,1720.1,1721.061,1308.108,902.0856,730.4454999999999,1261.9314000000002,1204.8588000000002,1349.992,3254.3983999999996,2369.9781,2031.652,1843.9476000000002,1159.6947,2021.4816,2631.8692,10224.547999999999,3322.305,13328.411,5293.0965
b0529,2642.336,3122.66,4785.3696,1410.5324999999998,1757.6165,2443.0976,2097.9288,1718.7125,1885.9365,1292.664,862.4096000000001,668.553,2474.3556000000003,2265.8778,3493.882,3373.5835,4089.7605,2855.328,1731.7740000000001,1249.1274,1786.7016,2618.7564,2037.7228000000002,2459.055,2029.1658,2484.726
b1055,95.48079999999999,80.8185,364.58879999999994,11.614999999999998,38.2651,26.6716,36.9864,25.2,23.058,8.652,2.5792,1.881,2.1060000000000003,7.1604,25.451999999999998,31.2602,11.6277,30.127999999999997,17.5164,12.2544,53.3802,48.943599999999996,258.2584,190.005,499.00200000000007,377.15160000000003
b2730,22.9472,38.2485,25.7472,8.6825,29.108400000000003,11.436300000000001,15.443999999999999,12.375,12.784500000000001,8.88,11.2528,15.0575,17.5932,13.6728,27.005999999999997,40.9601,35.2212,30.59,27.258,24.3867,20.5884,20.5868,16.387600000000003,4.41,6.038600000000001,5.3454
b3039,295.218,94.342,,116.13849999999998,118.16080000000001,75.63940000000001,95.37,58.4375,45.670500000000004,85.608,5.2312,26.562,168.8202,451.3482000000001,124.32,230.78609999999998,341.6574,,,48.07410000000001,54.8637,,,,,
b4351,48.492999999999995,255.3985,194.9376,45.586,57.3024,74.0281,75.1344,74.4,76.12650000000001,59.59199999999999,38.584,21.793,12.9114,11.1618,44.029999999999994,75.76650000000001,41.8068,57.51199999999999,68.42880000000001,22.688400000000005,61.5201,72.9936,236.23160000000001,99.795,289.7438,163.9374
b4352,233.95919999999998,968.6179999999999,513.6192,240.49949999999998,265.06170000000003,330.8274,355.5288,675.3499999999999,260.982,201.036,151.84,96.767,139.06080000000003,135.0432,240.64599999999996,331.36109999999996,279.447,284.71799999999996,304.3524,182.3286,297.9642,322.122,607.0620000000001,179.895,835.921,278.8458
b1855,100.5502,295.453,155.0592,57.0055,72.5297,71.23780000000001,89.00760000000001,58.7875,85.8735,76.88399999999999,57.2,58.890499999999996,48.211200000000005,46.33200000000001,55.636,96.37320000000001,101.51820000000001,75.74,60.5748,76.78980000000001,69.72449999999999,72.2388,125.2496,45.45,197.8132,101.2794
b0576,128.55259999999998,35.088,20.4288,45.482499999999995,11.277600000000001,63.7446,9.7416,9.037500000000001,17.0775,23.028000000000002,10.0048,6.08,6.6906,4.3740000000000006,11.815999999999999,18.7442,17.3019,10.457999999999998,9.266399999999999,4.0848,11.8551,27.365199999999998,19.186000000000003,5.79,88.26820000000001,48.25020000000001
b4322,560.616,4088.87,1648.6848,399.5905,644.6139,586.5787,651.7764,415.15,563.004,576.744,602.004,492.51800000000003,364.06260000000003,256.85100000000006,346.836,437.5683,465.1521,400.59599999999995,766.0884000000001,463.2585000000001,491.8512,532.2228,2078.3844,414.84000000000003,1921.5828000000001,692.6718
b1924,,,,,,,,,,,,,,,,,,,,,,,236.16800000000003,116.385,605.3206000000001,588.2064
b2563,65.8454,177.9985,133.32479999999998,46.494499999999995,48.69180000000001,66.9148,49.038000000000004,48.137499999999996,39.74400000000001,33.66,21.9752,20.197,22.194,36.72540000000001,56.644,71.7733,69.3252,73.5,52.866,54.501000000000005,63.055200000000006,97.088,103.9648,75.315,106.20960000000001,118.51919999999998
b3182,11.871199999999998,25.284,11.328,4.3125,5.6261,7.1133,6.3888,6.862500000000001,6.669000000000001,5.544,3.3904,1.9,7.9866,6.966,6.762,18.788899999999998,8.084999999999999,8.666,5.2404,2.4975,8.2818,8.6728,53.6572,30.630000000000003,74.55600000000001,61.4721
b3652,3.55,16.1035,6.3168,1.7479999999999998,3.0734,3.2750000000000004,3.1152,3.85,8.991000000000001,7.092,6.0944,3.6289999999999996,0.048600000000000004,0.9234,0.5459999999999999,0.2831,0.0,0.027999999999999997,0.0,0.0333,0.0645,0.08879999999999999,9.3704,2.295,22.628400000000003,19.0806
b2552,211.3812,750.6724999999999,531.2447999999999,50.7955,129.9591,141.5455,110.45760000000001,105.9,194.80500000000004,119.29199999999999,74.11040000000001,38.522499999999994,110.9052,139.06080000000003,1420.8739999999998,342.6106,205.77059999999997,234.64,185.7636,59.695800000000006,137.0625,191.8376,519.1244,138.45,425.73220000000003,293.30670000000003
b2714,23.6004,95.30949999999999,,15.087999999999997,56.273700000000005,43.2824,39.5868,29.4625,18.994500000000002,7.032,8.7672,5.814,5.67,6.2532000000000005,38.864,40.5727,33.2808,,,15.4845,26.1741,,,,,
b0240,2782.8307999999997,6885.353499999999,6665.1648,718.5545,1617.7386999999999,1961.2403000000002,1736.5128,1610.75,1906.7535000000003,1308.6719999999998,802.9424,495.1209999999999,425.73600000000005,358.3278,3571.554,2497.5976,2167.3827,2650.942,1899.9024,1057.0197,1734.4308,2289.5896,509.5844,204.60000000000002,4617.065600000001,3069.2685
b0707,0.014199999999999999,0.043,0.0384,0.0115,0.012700000000000001,0.0131,0.013200000000000002,0.0125,0.013500000000000002,0.012,0.010400000000000001,0.0095,0.016200000000000003,7.743600000000001,4.396,0.0298,7.2177,1.3439999999999999,0.013200000000000002,0.0111,0.0129,0.0296,,,,
b3202,423.0464,856.9469999999999,621.9648,206.93099999999998,292.1254,307.1426,311.9556,284.7625,297.351,246.33599999999998,187.8864,170.525,252.46080000000003,188.34120000000001,373.0439999999999,377.7597,354.93149999999997,337.036,260.4888,207.237,230.8455,313.2272,701.4656,378.33,693.6324000000001,545.0538
b4389,55.522,103.931,85.2864,27.899,33.401,50.500499999999995,43.8108,53.762499999999996,60.5205,47.856,35.88,35.454,7.5654,22.9878,33.278,114.9237,66.1206,112.64399999999998,44.1144,38.6946,42.7506,85.322,115.28560000000002,70.71000000000001,229.3578,238.15350000000004
b1845,0.639,10.8145,5.0496,2.1965,1.2954,1.6506,0.6072000000000001,1.6625,2.322,2.4119999999999995,2.184,1.2445,6.528600000000001,1.863,3.122,10.281,7.1148,8.764,16.4076,10.7337,12.3711,10.8484,,,,
b1430,318.6622,506.7765,437.0496,199.34099999999998,207.2259,242.2714,213.6288,182.875,224.0325,188.86799999999997,130.9776,90.725,910.3914000000001,687.7224,1211.168,472.5088,502.6077,395.374,216.29520000000002,163.2477,198.9051,295.73359999999997,224.614,228.63,155.4122,134.7324
b0356,781.8378,3284.6195,1722.0095999999999,614.8475,767.2832,595.0544,886.4724000000001,662.3625,622.08,487.79999999999995,384.64400000000006,331.9585,359.397,285.8976,691.194,691.4196000000001,950.6343,603.4419999999999,1125.1680000000001,473.83680000000004,605.0616,726.8872,2587.672,823.935,5224.697000000001,1484.6583
b1276,845.3969999999999,2096.2715,1507.6607999999999,1841.1499999999999,1692.2877,1997.8024,1066.7184,981.6875,1323.6075,1557.48,1510.0696,1276.059,869.2758000000001,919.5930000000001,837.6899999999999,995.469,969.9942,707.266,1670.46,1452.5793000000003,1521.3486,999.444,717.3232,274.71,508.0708,272.8986
b4173,339.57879999999994,939.0124999999999,475.9104,196.17849999999999,263.70279999999997,249.71220000000002,394.5876,332.2625,354.0375,252.636,191.27679999999998,171.323,175.68900000000002,182.8332,267.736,386.4613,301.2177,314.062,390.918,218.57010000000002,294.35220000000004,507.4772,792.2228,347.96999999999997,982.5260000000001,858.804
b3706,414.1146,1040.2345,633.0816,261.625,327.8378,357.237,311.4144,329.225,327.92850000000004,284.892,183.0816,168.6915,228.4362,308.4318,405.524,520.6954,429.681,367.96199999999993,321.3012,262.7148,313.6893,358.3968,770.09,551.0550000000001,932.9092,804.0225
b0337,4352.768599999999,1485.3919999999998,2050.4832,1634.8169999999998,3743.5917,2994.9613,3855.9708,2760.4874999999997,3795.3900000000003,1965.1680000000001,1141.6808,801.8095,1348.7634000000003,1468.9512,2558.374,3052.265,3015.852,3042.5499999999997,2684.8140000000003,1645.3419000000001,4671.3996,4385.4767999999995,1458.3056000000001,5001.045,1183.4130000000002,2688.3999
b2661,1020.1990000000001,2704.1625,3395.904,1234.9965,1454.8739,1918.1806000000001,1494.6624,1721.8000000000002,2112.4125000000004,2021.892,1687.3168,1871.0059999999999,1153.6992,1291.6098,1246.2379999999998,1042.702,1228.2143999999998,1419.866,2307.69,1465.5441,1185.6132,1298.4484,1069.0312000000001,171.12,201.30120000000002,183.5844
b2907,89.78659999999999,244.7345,,44.482,69.1896,91.6869,64.4688,69.53750000000001,75.73500000000001,54.492,29.016,15.370999999999999,10.513800000000002,9.639000000000001,86.786,108.96369999999999,99.5484,,,33.377700000000004,78.69,,54.272000000000006,15.044999999999998,37.5832,24.125100000000003
b2906,23.770799999999998,87.87049999999999,49.651199999999996,14.466999999999999,23.558500000000002,29.6584,25.674,24.424999999999997,29.187000000000005,22.907999999999998,17.8464,12.7205,10.4814,5.135400000000001,16.029999999999998,31.1857,28.150499999999997,26.068,22.3476,11.477400000000001,23.8521,31.671999999999997,41.17040000000001,15.72,70.34860000000002,28.780200000000004
b3248,290.3474,430.53749999999997,626.688,89.72299999999998,119.4435,131.6288,147.8268,114.03750000000001,98.63100000000001,59.831999999999994,39.26,26.0395,204.86520000000002,89.19720000000001,224.89599999999996,607.2197,193.9959,139.41199999999998,94.76280000000001,58.3194,93.74430000000001,144.7884,226.56440000000003,160.29,336.11240000000004,211.1256
b0414,275.43739999999997,278.3605,237.696,121.55499999999999,191.59220000000002,233.78260000000003,232.5312,223.25,180.792,103.428,74.5368,59.166,152.18280000000001,148.716,263.998,265.5925,355.1373,226.142,168.56400000000002,127.77210000000001,212.83710000000002,205.424,130.1468,71.58,169.168,97.0491
b3779,85.6828,90.83749999999999,89.24159999999999,23.874,39.6494,58.164,39.824400000000004,48.7875,43.173,37.931999999999995,31.9904,19.360999999999997,42.2496,16.8804,16.674,50.108700000000006,41.1306,35.448,36.2604,34.332300000000004,46.6851,57.7496,0.42400000000000004,3.255,9.5484,8.0181
b1415,4971.9454,24141.575999999997,20899.6416,19799.9065,36595.5326,22485.481900000002,21658.4676,34190.8125,25725.2625,37214.111999999994,37149.6216,34822.1265,3023.0496000000003,3026.3058,2526.2999999999997,2516.7738999999997,2739.9918000000002,8392.146,40340.4144,31770.897300000004,34904.1105,14040.463999999998,28438.3584,3525.6000000000004,10757.9948,9210.2658
b3829,73249.5498,3678.9725,3245.6832,20025.41,25043.053799999998,31411.533700000004,38026.5996,23304.050000000003,36730.773,15921.287999999999,8626.9976,4031.3059999999996,5478.8724,5771.898,42152.572,48219.1416,37843.2684,45906.293999999994,35169.3408,12942.1116,24749.191799999997,57494.5072,1588.622,56909.05500000001,1683.6794000000002,113363.84490000001
b3705,1195.1998,4364.629,2924.7936,559.0955,906.2212,1100.2952,1142.8692,1054.1875,1459.107,978.852,757.7232,638.685,535.8474,743.1750000000001,746.704,1336.6939,1261.6862999999998,1107.7079999999999,1171.6056,557.6085,940.5777,1615.1535999999999,2241.1156000000005,755.76,2988.1478,1436.4258
b3571,32.6742,6.557499999999999,,3.3579999999999997,4.3815,7.0609,5.266800000000001,4.625,13.365000000000002,26.063999999999997,14.456000000000001,9.975,25.0938,12.441600000000001,3.9759999999999995,30.0682,7.7616000000000005,,,3.7185000000000006,5.7921000000000005,,,,,
b1051,5634.9434,3851.8324999999995,6575.1744,7365.221,7583.9574,7830.0141,8668.347600000001,4432.6625,6514.830000000001,6784.883999999999,7343.5648,6925.158,16365.126600000001,17217.424800000004,11058.684,12881.497,15647.135699999999,5716.102,8969.373599999999,10736.1864,6731.22,6230.9776,1302.316,1669.6349999999998,1410.351,951.0564
b3631,69.9776,218.5475,,20.389499999999998,19.1897,65.0022,40.392,11.587499999999999,19.926000000000002,9.048,13.156,4.398499999999999,4.212000000000001,3.7746000000000004,30.016,59.3914,27.636,,,7.3260000000000005,28.857300000000002,,13.038000000000002,9.675,58.162400000000005,20.549699999999998
b3630,,,,,,,,,,,,,,,,,,,,,,,19.2072,8.97,14.5188,5.0445
b3632,,,,,,,,,,,,,,,,,,,,,,,289.67679999999996,65.31,501.4218,158.8044
b1133,710.2414,1325.905,807.6479999999999,291.70899999999995,365.0488,431.0031,433.9896,304.9875,451.0215,300.732,252.89679999999998,137.161,338.7096,225.26100000000002,525.84,643.7843,492.00899999999996,462.08399999999995,285.9516,160.79460000000003,253.872,442.44599999999997,1597.0384000000001,883.095,1856.7060000000001,1146.606
b1132,234.5272,588.3905,419.00159999999994,118.9675,183.134,265.406,217.1532,179.8125,229.62150000000003,179.328,135.2728,108.92699999999999,91.0926,93.2472,76.118,209.73239999999998,96.9171,200.242,208.6524,135.8862,177.0396,223.4208,400.59520000000003,163.305,541.5774,340.902
b2151,0.014199999999999999,0.0215,0.0192,0.575,0.012700000000000001,0.0131,0.013200000000000002,0.0125,0.013500000000000002,0.144,0.1144,0.0095,0.0,0.0,0.013999999999999999,0.0149,0.0147,0.013999999999999999,0.013200000000000002,3.108,0.21930000000000002,0.0148,,,,
b1938,0.6816,1.1395,4.9536,0.1035,1.0541,1.4410000000000003,0.5016,0.15,1.9845000000000002,2.856,1.0712000000000002,0.095,1.0854000000000001,0.3078,0.364,0.1937,0.0,0.574,0.396,0.11100000000000002,0.34830000000000005,0.2516,689.0848000000001,322.635,976.967,720.8325
b0797,34.846799999999995,116.4655,17.510399999999997,2.8059999999999996,2.4892,6.4190000000000005,2.6532,0.8,3.294,0.828,0.6032,0.589,0.8262,0.7938000000000001,1.3159999999999998,0.894,1.3377000000000001,1.19,0.33,0.0999,0.129,0.1628,166.526,41.19,278.168,128.9445
b2936,644.751,1643.116,1439.04,375.71649999999994,809.0027,857.9321,693.792,610.5625,786.3345,588.144,495.08160000000004,477.07099999999997,639.8028,620.7678000000001,444.584,981.3884999999999,979.0053,687.89,848.6412,719.4687,733.8036000000001,872.9780000000001,1095.2768,448.93500000000006,895.3914000000001,546.7352999999999
b1406,587.1558,740.8254999999999,794.8032,1089.0729999999999,1092.1492,970.2777,796.0128,696.3875,930.4470000000001,1049.184,951.2568,1340.5544999999997,1424.9358000000002,1574.3322,828.3379999999999,330.5863,930.9951000000001,457.18399999999997,880.3608000000002,980.6517000000001,746.0715,507.8028,247.9128,96.375,90.0776,88.4115
b0142,303.85159999999996,815.5809999999999,,184.17249999999999,289.052,332.97580000000005,221.1792,235.3875,407.9295000000001,336.732,253.864,171.0,294.98580000000004,261.66240000000005,256.606,333.2534,346.2144,,,146.44230000000002,230.7165,,149.05720000000002,95.55000000000001,169.38600000000002,96.7482
b4169,21.726,24.295,19.1232,6.7505,7.4676,8.7901,11.418000000000001,12.8,7.344000000000001,4.896,4.3472,2.375,0.32400000000000007,0.7452000000000001,10.514,46.5178,25.533900000000003,12.067999999999998,9.9264,5.7498000000000005,7.2498000000000005,16.1172,12.826,10.41,23.326,21.5232
b0978,1.42,8.7075,0.26880000000000004,0.24149999999999996,0.3175,0.0786,0.44880000000000003,0.525,0.5535,0.444,0.4888,0.285,7.2738000000000005,3.3696,1.19,9.029399999999999,111.9405,2.254,0.22440000000000002,0.44400000000000006,0.258,0.6808000000000001,,,,
b4039,219.26219999999998,629.0469999999999,591.0527999999999,137.85049999999998,209.931,205.7486,186.76680000000002,137.375,199.84050000000002,142.188,114.7848,62.016,48.8592,48.6648,144.14399999999998,79.2829,155.27609999999999,145.54399999999998,153.2124,78.477,141.4227,145.7356,384.48320000000007,141.24,351.65580000000006,157.53
b1925,,,,,,,,,,,,,,,,,,,,,,,362.15960000000007,222.765,354.5552,335.0787
