,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC+AA_CHEM_mu=0.63_P,GLC@pH6_BATCH_mu=0.63_S,GLC+AA_CHEM_mu=0.65_P,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S
b0062,,,,,88.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0068,5.864400000000002,8.7804,,,635.76,5.3675,6.146400000000001,383.883557853,701.35,346.1499218432,467.53760588,416.6251850429,411.20858742769997,423.95780689620005,12.8871,21.896,441.2733341837,816.55,387.4259207118,9.456,415.8722366783,40.96250000000001,881.19,404.4174687475,514.8264194191,22.4917,34.9719,494.6033127769,417.9023261976,28.8462,35.7588,27.258000000000003,1017.31,25.137000000000004,494.151632766,426.1633285311,526.2025998443,600.766695667,17.374000000000002,24.276,,26.2416,,503.6540985701,3.7044,510.4425615078,33.3444,0.1937,14.955000000000002,1008.7342710194999,473.13004927699996,479.73875988919997,156.5437788545,29.9307,83.17439999999998,88.04360000000001,175.69799999999995,127.7916
b0071,247.69800000000004,240.8778,250.82096946839198,118.58949767813101,7492.76,6399.5135,5656.3832,6811.8236770238,10272.23,7313.3083221056,2887.0913202077004,2907.267755117,3128.7657507044,7133.409416247099,5799.261600000002,7649.133000000001,7017.9773370881,8116.88,3091.4694395132,6712.871999999999,6864.7516288853,4564.2375,6965.76,6460.491701698101,3007.3243965453003,6205.1438,8120.9628,2954.709780455,5923.362910886701,8076.5168,6853.374,7213.8132,6690.71,5447.4795,5753.7222668176,5717.3245272877,3130.4802055078003,2917.5246144494,5397.462,7905.897999999999,1886.6071286844688,7268.5256,3394.859639391915,2885.3140971454,2477.6409,2620.8826164703,8140.5032,3806.801,9730.98,2188.6862671321,2196.8896755978,2332.9693779710997,1858.0807449577999,16288.159500000002,1710.7584,434.7484,992.139,743.3800000000001
b0072,368.8416,275.07599999999996,316.929598176952,141.470733722405,4506.82,3431.6185,3213.2152,4922.8033310262,5488.72,5005.8777894088,2045.0922284767,2145.0295591704003,2126.9642783034,4992.8347208517,2529.2793,4084.2135,5098.7856334503995,4818.41,2126.3727128814003,3717.24,4890.156681190901,2638.287500000001,3811.4,4701.1053926996,2167.9137682614,3734.2318,3615.6378,2064.2394405985,4255.8404185327,4718.3449,3854.0304,2736.3468,3412.91,2951.5185,4060.318088005,4014.3811352566,2257.0135423110996,1959.4711425195999,2257.444,3193.778,2703.7375201242457,3924.1416,4527.413391552425,2054.5019886347,1632.4056,1713.9560412304002,3812.6428,1793.3937999999996,6262.77,1561.9733690395,1353.7965363358,1639.4579038426,1318.6144825625,9549.4509,1371.7632,1525.1492,1202.538,1055.6650000000004
b0073,2339.8146,2689.248600000001,2523.321437963696,745.865635080625,3975.75,6560.804499999998,6545.9368,4665.9190081009,5571.78,4890.047384227801,2007.0889016760998,1977.4631730045999,2068.429028944,4820.7331371148,8525.643600000001,8332.0605,4571.5972010526,4818.82,1947.1124416820999,7421.7959999999985,4372.070174168401,3731.475,3498.33,3842.2022568690995,2018.1569003062,5661.2536,5679.7281,1822.3333605545001,3768.0560964976003,5598.5208,6641.7384,5651.5932,3246.46,7364.358,3396.0737974875,3413.6855890014003,1973.2587320332998,1859.4785570222,17112.115999999998,9681.56,4057.202055060178,6515.002599999999,8189.76576529591,1750.1764838226002,6883.5102,1488.6714371456,7436.3044,9363.8901,5371.125,1351.0009939361998,1328.2695339898,1432.0721564214002,1209.6006719526,8376.2064,1442.8224,484.4836,1275.1005,502.5336
b0074,2972.7000000000007,2365.2486,1297.684301947292,331.701200400957,5036.5,4780.362,3942.1616,5542.0214121595,6044.3,5740.9812100068,2171.8199327156,2312.7793824735,2143.8417691557997,5547.0243022826,4742.308500000001,4879.599499999998,5439.3482992927,4497.35,1973.8746939895002,4592.7,4719.8286591105,2615.9875,3296.83,4353.292758714,2097.3034298578,3704.4503,4473.978,1836.898603347,3902.5577727576,4153.2895,4462.92,4400.2596,2572.99,4995.040500000001,3526.5731347859996,3541.5520581014002,2053.7008501369,1701.5852139091,8835.568000000001,7358.778,2427.052387756929,3849.9892,4945.576151569745,1687.5576052466001,3244.3488,1408.5591861434,5638.1044,7050.4565,1972.38,1176.129042501,1147.6587466554,1341.0438039698,985.8644845657001,3602.3925,1715.5392,188.044,1902.7285,221.27
b0077,359.9478000000001,402.084,611.753035952884,391.779444048765,792.81,269.47700000000003,373.4952,520.6696462256,941.74,511.01042930669996,379.4510756637,455.8228929247,370.7792036606,509.42600935400003,308.90190000000007,353.50999999999993,495.0597628646,781.83,382.9204440976,496.04400000000004,485.20967473440004,577.5625,708.87,488.6167818071,398.6873107033,435.8894,393.4758,373.61493199349997,497.35503669260004,532.4626,622.6176,479.0676,741.18,610.3215,496.363296807,497.01777248620004,401.1157984565,404.14736796830005,516.3199999999998,627.6619999999998,760.748471663466,625.7797999999998,1974.1993373194,355.81133027910005,622.8831,397.8413018792,656.2616,603.4351,891.6600000000002,348.63042769199996,365.3656061711,367.2283859701,357.1795092944,1101.0639,204.7104,119.1016,244.4335,132.04260000000002
b0078,1293.2784,1018.4292,841.449870459776,564.005036882712,1031.82,679.326,859.0400000000002,1235.1600112969,951.09,1099.8779424896002,837.8134926435,959.989862063,702.724707697,1181.1206595769,1428.1926000000005,1037.0814999999998,1251.2752668450998,948.08,817.6034572347,1026.24,1077.1467836938,1669.0125,850.64,1064.9958370909,848.1013313714,1217.1045,1807.5738,815.4709901269999,1112.8624159334,1900.7969,1645.3404,2100.7008,996.61,1454.7465,1115.0334893932002,1160.5289767097,825.2773598273,803.5415636726,1963.668,2551.78,919.0849940372972,2176.6186,2217.3282391380303,797.8436106741001,2344.3707,772.517650929,2858.2352,2138.001,2007.405,694.5819918186,711.6848797481,721.5222111899001,691.6997411453999,2402.4210000000003,875.6160000000001,238.0336,944.1725,228.5512
b0080,138.1698,144.5202,259.513006937272,102.055526315793,413.28,335.084,307.6008,154.5830324425,428.51,198.58335690799998,214.6180531686,222.7920881957,178.07237999790001,210.1017327187,266.0115,297.1255,168.3412477086,329.64,198.205939838,387.708,144.0739962723,400.8625,232.74,142.3494503295,214.4251843474,385.9149,413.1741,150.1708851761,,283.746,333.4980000000001,383.8692,176.5,389.745,91.90654843700001,,,131.6835316372,128.21200000000002,249.158,358.6639749156421,210.5292,413.41904008278505,137.04544469180001,182.7945,,410.478,227.8806,138.75,,105.8978439887,94.2357037695,86.673630531,310.7943,453.2352,336.1896000000001,797.7574999999998,376.0282
b0081,336.8628,106.30440000000002,164.990329706712,190.45939957168,,106.17200000000001,101.6704,,,,,,,,175.76850000000005,176.5365,,,,126.37200000000001,,203.075,,,,187.6552,121.9179,,,163.38320000000004,179.79720000000003,131.2212,,184.08600000000004,,,,,188.55200000000002,215.236,104.67665844622502,209.7482,217.07397118787,,264.7323,,174.41799999999995,255.088,71.88,,,,,110.5011,209.472,34.2592,182.8145,37.1036
b0082,340.7184000000001,359.2998,419.480507251908,285.5371367623349,202.51,157.16799999999995,169.1456,157.1578529486,240.94,147.35340403450002,144.6836690225,185.68244031880002,155.8064520347,121.97130642120001,334.90920000000006,354.407,161.4404484568,161.76,127.0179352903,221.7,134.1601086071,537.875,156.53,139.6209863011,123.75229443280001,381.6858,456.1827,138.5589208985,143.49423221799998,368.9484,438.63599999999997,487.2516,172.06,313.6455,135.9079966578,138.2615106778,107.2739399557,112.918667679,497.82599999999985,627.9,414.503259408858,530.3842,897.8199433040302,109.8524634901,663.0288,113.5565412768,649.8384,828.7081999999998,499.05,109.50550340219999,,105.89923806540001,91.17936923010001,818.7842999999998,736.0704,867.2708,1070.5495,994.2326
b0083,0.6318,0.7938000000000001,,,,3.4675,11.3776,,,,,,,,7.6923,29.4285,,,,20.436,,60.52500000000001,,,,42.2656,38.6484,,,38.5926,51.22920000000001,40.0092,,31.509,,,,,4.508,0.938,,83.39659999999998,,,25.6515,,37.4884,1.0877,50.205,,,,,111.7401,62.0352,112.5508,159.5945,129.5138
b0084,0.4212,2.0412000000000003,41.100255815128,20.316143313164,,4.388999999999999,9.6512,,,,,,,,9.9123,17.089000000000002,,,,12.024000000000001,,31.175,,,,15.3797,18.9372,,,24.300500000000003,18.1236,26.9016,,21.573,,,,,10.36,23.184,94.71274900854601,16.3016,175.94170185156003,,17.9634,,20.9124,24.138,2.7750000000000004,,,,,13.0449,41.4144,11.8084,56.4375,25.0264
b0085,375.84,311.2506,383.980726958984,306.955270781997,90.92,192.4605,230.412,84.3009638324,150.72,79.1151711012,83.9598619751,,89.0217017465,90.8042668401,334.94250000000005,585.4994999999999,69.9605514455,109.47,74.7424605594,333.0,84.30843535460001,628.1875,118.09,85.6660569684,102.55323696020001,502.4374,453.0996,87.7022279317,91.5090227877,450.1946,495.7788,523.3272,143.68,455.301,97.57814885309999,98.4490379077,79.7234484085,,577.6959999999998,646.212,613.966078474977,726.9406,1502.9169615889648,81.44280875439999,859.3473,,643.3264,893.2252,566.34,81.9957870936,,78.626192016,88.2408252451,1180.413,1065.792,1088.9168,1505.559,1501.4968
b0086,345.2058,324.2106,221.91238807341202,111.276402220124,129.49,181.27900000000002,241.1032,30.729158505100003,122.12,41.7792969321,36.0641802603,,36.4045042637,40.4781680112,264.0246,585.327,40.047587284,123.36,,326.004,52.6580549025,619.775,144.86,48.805214312,38.2192133556,618.6424000000002,338.88300000000004,39.2957462918,,440.3303,626.4984000000002,444.3384,154.92,563.0985000000002,47.4932726302,,36.470101029,,623.0279999999998,596.372,242.91532678794903,753.2958,677.8557754823449,37.6680556599,818.4078,38.6565667098,459.9248,781.3113,583.23,36.1899208251,33.5547803679,42.1642324266,,877.6722000000002,1274.5151999999996,787.8132,1827.5,1293.9608
b0087,49.49100000000001,47.98440000000001,84.89735468430001,104.08483890755,,18.392,22.9736,,,,,,,,16.361400000000003,21.16,,,,30.324,,41.46250000000001,,,,30.1244,13.3257,,,30.261000000000006,32.3796,14.784,,46.17000000000001,,,,,25.788,33.894,131.49885360091506,28.9538,298.84194568849,,44.2029,,31.6276,58.9444,9.705,,,,,38.0196,31.7568,17.977600000000006,62.909,46.761
b0088,43.09200000000001,26.778600000000004,227.71408261369604,181.230539834971,96.43,24.2535,29.4736,155.7817685634,86.91,143.2775356693,134.0859960361,106.0314637829,105.1482181605,136.1337454336,52.8027,79.0395,125.3946394557,73.53,127.8241005334,41.58,116.72856568489999,103.0125,98.86,126.7178049889,142.8644810257,87.71889999999998,78.21270000000001,113.9006991782,202.94682979990003,125.6421,91.0404,79.88640000000002,78.05,70.3485,180.481805837,159.3313715185,175.50496830970002,242.5630698426,67.27,81.28399999999998,274.126076046255,115.375,631.5315109064151,93.43108930540001,268.2456,165.4556178673,108.3804,77.30120000000002,184.245,107.2489342044,225.8009896267,121.13735814450001,106.11372403979999,283.5363,196.7616,384.99199999999996,246.7125,467.71900000000005
b0090,94.8186,78.03540000000002,198.0255400286,154.231280950974,,49.6755,49.3688,42.974859799700006,,45.6209864514,50.3735990559,,,47.437580042,78.37710000000001,85.12299999999998,55.7639298387,,,74.32799999999997,46.494931718500006,136.5625,,53.379386086800004,66.4312247446,76.9747,125.5815,,50.159667040200006,99.6124,120.0804,103.4484,,119.48850000000002,55.345584646999995,58.136972305200004,63.9111733322,,98.57399999999998,150.31799999999996,232.231102941603,130.6826,465.172395453495,63.8357503287,145.4124,,171.7392,256.81640000000004,103.845,62.6346634537,,57.752634253100005,,256.119,188.736,177.35920000000004,286.208,344.67980000000006
b0091,466.5924,463.8384,292.14168023153997,230.41925744148998,102.63,136.42,211.9416,45.4737662259,109.47,50.9428226729,51.5660523245,,,51.4689402621,269.064,369.656,45.2452424763,122.14,,251.796,,496.1875,127.7,52.195506579799996,62.5354783532,419.3413,465.5094,,49.110842481599995,414.1172,451.57200000000006,474.09120000000013,143.68,381.402,62.7923954224,51.6195284777,58.286189559300006,54.5834592162,585.2139999999998,637.882,434.982061265145,617.3308,1051.2297583505099,51.851535499899995,753.8454,,589.0104,939.6685,522.03,57.0551188538,,40.4118736845,,1039.0077,840.0768,1113.9752,1442.134,1589.7868
b0092,1258.5132,629.8722,168.43748764473602,131.866051478935,101.94,257.032,305.1464,69.9387019009,106.72,77.02658660899999,,,,,494.616,573.1715,78.17081153550001,102.94,,404.532,,645.3375,105.73,62.0459155002,66.0387190674,593.09,596.109,,,598.9451,623.0664,700.0224000000002,123.87,514.2420000000002,,,,,804.944,870.1699999999997,171.173467104639,725.8756,379.72725768883987,,1672.9481999999996,,778.6872,1433.4247,559.755,,,,,894.8589,1177.9584,1152.0928,1961.8105,1374.9696
b0094,321.14880000000005,359.8506000000001,544.181679309948,463.670117168946,370.57,381.425,467.3968,201.64438594080002,386.71,218.148399993,216.00325917,224.60841005700001,273.586717974,197.5639057697,432.0897,665.7349999999999,208.92966936419998,408.48,223.010314323,621.84,189.3323838573,674.5625,307.23,193.88820506209998,185.10449886950002,667.4993000000002,578.9133,174.5623131582,196.79623946849998,583.2906,716.7864,644.226,337.62,814.6035,215.4988619048,207.2072379451,188.80441885419998,173.3992512554,700.784,887.9359999999998,661.6747261713211,811.53,1420.6680180051999,158.988667864,909.0921,197.60929103990003,835.1048,1161.9914,516.75,151.98032557530001,159.6968804908,157.88090929540002,164.5764450475,795.5973,1408.6272,825.0192000000002,1702.37,1030.0064000000002
b0095,2354.427,2590.6230000000005,1304.3952522921402,930.301854476424,2448.68,2112.6575,2666.7264,2354.1845644941,2367.0,2378.7667330076,2737.085018569,3029.4837764055,2810.859137985,2399.2737588369,3438.4248,3658.449,2334.7347934779,2217.22,2844.0323231435,3571.692,2349.2790412632003,5209.1625,2093.64,2270.9166642933,2615.9238296687,4957.0386,5627.8314,2639.6411528624,2293.2337888823,5793.972800000001,5704.129200000001,6219.6024,2128.04,4888.431000000001,2394.9588522229,2310.9724950288,2515.0869670767,2443.2918630731,7929.628000000001,8382.528,2500.580089220274,8618.8746,6092.092204823194,2186.9284959851,7601.1201,2271.4674955359,7641.018,7811.965700000002,9109.17,2185.7191218098,2184.7957701632,2125.7184144297,2138.2357066192003,14822.4579,14613.811199999998,16478.018,16980.227,18002.701600000004
b0096,96.1146,80.0442,163.55506409452,102.699354311764,,96.1685,128.1696,141.1270128062,,77.56348493819999,45.0962269286,,44.7251877521,72.269134692,147.4857,103.477,53.9701345987,,,118.596,,136.6125,,49.0459353521,61.6984734962,165.59529999999995,140.2746,,56.019781268,155.8245,151.3512,167.20440000000005,,133.62300000000002,52.369735364200004,54.2884411229,63.542455260299995,67.6638159125,212.016,151.67600000000002,173.218686958851,186.6732,386.98247219681,50.649275951099995,140.4291,,148.47359999999995,287.8084,115.26,53.3290590854,47.514697832399996,53.2795559018,,169.56599999999997,285.3119999999999,159.4664,285.8640000000001,200.7344
b0098,528.4764000000001,553.6836,752.7368915097841,534.379032868884,740.46,712.2529999999998,787.5400000000002,668.7189632228,744.26,674.4744788462999,874.6496698614999,883.9382429683001,849.5971564204,702.7304789038001,490.8087,518.5465,640.6415500853,685.43,933.2344727658999,1002.6,619.8168395967,987.45,619.27,586.9917331314,869.2296095275,844.6516,796.4073000000002,824.2989284772999,598.4769193876999,965.9809,820.6572000000001,935.6556,640.07,1262.115,578.5357361521,570.1969267079,841.3240011365,774.3657926403,618.2679999999998,923.9019999999997,828.6165468861211,1002.9744,1629.7251896433802,749.2502593197,812.1015000000001,714.7726848127,1140.3548,992.0718,820.98,709.4135107302001,734.5424573011001,679.7037665841,650.608308134,1897.3869,2139.744,2649.766800000001,3856.498,3630.1578
b0099,0.7938000000000001,2.1870000000000003,,,,0.076,19.2192,,,,,,,,0.0222,0.184,,,,7.728,,25.950000000000006,,,,3.5052,3.3153,,,4.061,1.8612,,,5.508000000000001,,,,,0.21,,,5.1404,,,0.9555,,,29.055,5.295,,,,,4.248,,12.1052,1.6340000000000001,9.156
b0101,8.245800000000001,2.3814,178.91790644922798,84.866330274109,,20.9,23.3064,,,,,,,,9.4905,59.6505,,,,55.968,,108.2125,,,,120.0912,27.606,,,137.9823,110.4444,30.3072,,72.468,,,,,83.44,51.88399999999999,279.20553491739605,134.3178,655.7155438508149,,87.0975,,4.8396,23.1993,227.19,,,,,191.0361,310.944,542.5928,547.4975,805.5100000000001
b0102,270.0378,186.6726,172.753479507772,136.76570083742598,178.4,156.25599999999997,164.4344,94.6239603209,177.68,,90.0971501798,,,90.8393458509,318.7698000000001,211.0595,97.1469169368,145.42,,199.5,84.9588377616,260.4375,142.8,95.3418144495,,346.2401,376.2156,,,330.2510000000001,354.9348,350.5128,155.21,248.292,77.1274778346,,,,353.57,557.3119999999999,188.312215441176,417.7782,420.32054103373,86.953537757,412.9377,,571.5168,586.8812,428.445,75.7532292192,,80.0391374,,759.3654,739.1808,784.1032,1190.6055,1294.3314
b0103,79.7364,119.8152,54.02604012968401,50.687362730613,,44.3745,45.24,,,,,,,,37.61790000000001,73.95649999999998,,,,57.623999999999995,,80.525,,,,75.3872,45.3693,,,59.998000000000005,54.12000000000001,54.6876,,73.84500000000001,,,,,129.066,73.654,43.013138623737014,101.38799999999999,90.48984765998001,,117.4677,,70.75880000000002,84.0509,95.79,,,,,116.8023,239.808,122.8116,135.063,167.40220000000005
b0104,562.7232,671.0526000000001,1495.080271992352,683.3272326669249,281.03,238.8395,362.29440000000005,602.1115311387,295.94,566.8504639875,415.0038202215,543.9235094014,485.0129857955,662.3934867573,809.1234000000003,747.5574999999999,773.6216666277,429.72,666.9301664789,692.8679999999998,888.2906692532001,1521.4875000000004,678.66,978.4919803655,738.3958800816999,1480.8073,1492.8009000000004,818.8279803900999,1118.8225422292999,1352.6667,1516.1256,1185.6372,548.12,1606.0005000000006,1073.4189278248,1139.9212644196,850.6987764544,955.3020992813,923.51,1554.5179999999998,1864.725809896923,1625.4456,3610.78106889414,1022.3576720264999,1146.1443000000004,1105.3386925057,1723.8596,1998.8648,1272.51,1045.5658025651,1117.8859367924001,1140.0772090471,1214.7017191568,1160.4474,1273.0559999999996,1511.8568,2611.2395,1856.9894
b0109,298.2744,325.8306,196.05237681341598,106.35809947685999,396.75,276.1555,323.60640000000006,166.297917265,400.46,178.2919110809,147.7943307716,160.5207909172,145.29301180049998,172.1608763725,564.2130000000002,465.3935,166.4603828771,356.19,128.8973433362,480.036,156.1149412022,746.375,304.14,149.7360111561,134.8510385749,622.7699,721.8969000000002,150.9292137233,151.9385378279,634.3675000000002,741.2592,803.9724000000001,317.52,581.634,152.3838983689,129.09678149479998,142.1106790816,,726.3059999999998,1123.024,315.93517379577906,896.2613999999999,619.1227816371601,118.0027669391,969.7443,129.5782625892,968.4676,705.7981,764.52,113.5266584724,220.74696847159998,115.469233644,103.1492931903,753.9492,1145.7792,935.9588,1221.759,706.3854
b0110,191.5164,40.09500000000001,40.151216184316,20.796884900228,,85.61399999999999,53.54960000000001,,,,,,,,111.6549,134.7455,,,,239.82,,151.23749999999995,,,,126.8222,166.0617,,,379.4677,140.0256,,,157.05900000000003,,,,,117.82399999999998,,69.011789840733,237.4808,124.359067957335,,107.1777,,,129.1681,,,,,,,,,356.212,
b0111,0.0,0.27540000000000003,67.066558018312,31.438201446563,,14.601499999999998,9.7136,,,,,,,,0.11100000000000003,6.693,,,,5.507999999999999,,8.6625,,,,6.2484,0.6708000000000001,,,3.1702,4.7124,0.6732,,6.4395,,,,,0.252,0.266,77.92457273957402,5.8362,106.01770738582,,0.4851,,0.5920000000000001,1.7284,0.765,,,,,5.6286000000000005,8.620800000000001,2.0352,22.0805,8.305800000000001
b0112,34.344,30.342600000000004,288.991945043032,211.487500427164,386.42,122.23649999999998,152.2144,159.9932776926,470.87,162.200572871,76.7851333185,78.31728123010001,78.0488875586,174.4137078539,47.9853,100.0155,162.7143754841,531.02,91.33239892709999,194.028,181.4217067025,139.1,453.12,166.9685812198,80.7986394485,210.7057,145.9893,88.0457243015,173.4288894096,202.0151,183.3348,125.86200000000001,406.21,311.5395000000001,160.1519150037,159.5285787379,102.5502923848,86.4322776708,80.612,97.426,712.6706421823469,283.7586,968.4552675266248,72.44264851279999,130.84470000000002,91.35305327309999,202.168,139.6875,216.225,66.2935827474,85.2758349894,50.4421086559,33.2139268249,572.7366,28.5312,51.2192,53.8145,42.18300000000001
b0113,30.79620000000001,56.7648,80.22626960182001,41.248894488294,114.34,27.4835,29.5152,,110.02,,,,,,25.918500000000005,60.0185,,141.33,,51.036,,405.125,146.24,,,105.4227,46.7367,,,54.3781,63.38640000000001,55.77,181.53,81.90450000000001,,,,,109.9,145.53,53.738898695502,145.33700000000002,142.06119552846002,,141.5904,,127.42799999999998,127.5291,79.53,,,,,120.3423,92.1024,223.342,227.4915,205.02900000000002
b0114,8551.3158,9538.5762,3711.8211694869437,2591.8795516264677,5859.62,4554.338,4585.4016,5695.2007404171,6655.44,5749.4155165466,6294.0366982081005,6285.7340756215,6654.767881691,5779.4377687945,3622.0521,2812.0145,5785.3401796989,6011.99,6854.9946038379,6330.42,5898.5855991585995,19738.75,5862.13,5743.8288151365,6683.9025874532,5742.1272,6112.9875,7192.4827837814,5893.3929793587,5499.6944,5368.2684,6474.019200000002,5980.28,7943.156999999999,5798.387891137801,5954.742496620699,7151.635073744399,7074.981753931899,8795.71,14339.514,3780.8878945472193,8256.7462,8047.350132870659,7119.0717118813,13904.9358,7137.3211403564,13932.128,10404.2081,6705.075000000002,7436.214997551,7826.0417391553,8425.816543089499,10143.8071534056,12954.8247,12808.9536,21981.326,25412.3765,31843.042
b0115,12953.1798,14346.217800000002,3484.146896557752,2699.0870303276474,3521.14,5329.214999999998,5349.812000000001,4538.4774980091,3462.77,4609.2137010419,5080.517191540301,4873.7137266602,5169.765449363,4588.5558432766,5425.169400000002,4101.4749999999985,4503.4431380078,3377.71,5280.0315068306,7562.675999999998,4654.7544434924,27411.9375,3139.95,4523.7361569285995,5155.3966187979995,8132.6228,8888.7708,5444.6582932761,4555.5955306654,7461.222900000002,7457.1288,8994.7836,3830.36,9539.7075,4525.8648112106,4819.8205597397,5344.4864602407,5378.0715985302,15069.04,19079.368000000002,3807.192841909912,12861.5222,8060.841754823024,5487.3461699482,19256.5737,5709.817088299301,16632.6248,14205.2726,13180.275,5671.6346329076005,6098.4855880249,6567.539567455799,7875.1853740055,19310.1159,19497.5424,43342.0008,48033.494000000006,48459.7432
b0116,12168.7596,13252.1346,8753.271437753849,4216.915563137992,7542.36,7051.3274999999985,9288.6664,10882.423608281999,11129.26,11016.7251625016,10710.008124485501,10360.7343623082,11922.6979430156,11786.543437300601,10004.4966,10427.073,12005.8284196874,12025.61,15127.8854938346,13103.016000000001,12489.9941353044,30348.375,10718.12,11803.696879275902,15465.0065602473,15317.9399,18469.8459,16277.2207897109,11687.9612858846,16941.8108,13609.4772,16943.902800000003,9553.43,18404.037000000004,10458.8695451538,10667.700178406,17218.8816483501,17140.2143236386,16112.907999999998,21114.114,8824.213342436398,17885.6952,13666.982755147534,17095.9153305106,17756.1888,16256.313252843302,20858.4244,17560.4546,18082.08,15596.347043920601,15231.250568218702,15000.983377695,13298.448309097801,26773.2678,41803.1232,49315.0584,64717.064000000006,69126.383
b0118,1511.9460000000001,1225.4976,7961.654212454649,1341.304851437242,9052.9,13075.173,17065.932,22299.203660982403,11847.67,22157.9518817464,20649.463079592,20411.7372399994,23362.5762413673,22457.405948124,14291.583,26270.5655,19752.9116552962,9313.72,22446.0215893362,24313.344,16145.551370128,20494.025,6242.48,13413.5042731024,20319.6753289859,24754.1796,25215.797700000006,21435.4027254475,11687.3914304249,18016.1418,14245.690800000002,21802.3344,4639.83,21239.8335,9885.535866198199,9787.9099328931,18465.498063306102,18239.995288719198,3940.3140000000003,9376.429999999997,11769.703930834861,10785.6668,8931.232741439459,14406.965313590501,6833.9271,13625.1941654549,12997.9076,7214.3267,14438.46,11868.0440167117,10924.926652026501,9792.536170379599,8171.530520871801,19467.6105,33692.8128,37853.5752,35689.398,31152.2436
b0119,610.659,704.538,563.7729581525721,277.36477683121,,97.45100000000001,114.9824,273.5714820488,,,,,,,101.76480000000002,144.394,118.5574085902,,,125.004,,115.4,,107.71101794329999,,147.2311,133.7859,,120.9932687898,251.4807,125.4924,,,176.52599999999998,,127.4003630185,,,131.502,,165.02519099728804,242.252,486.01919037474005,113.29142096790001,191.5557,,,206.7822,419.955,,,,197.3318630324,469.8288,,1308.8032,541.456,986.1230000000003
b0120,550.1196,702.4644000000002,663.592593520508,464.1642749683979,,244.2165,352.1024,201.3540780368,,205.16772350029999,172.1413015873,245.6274055547,187.9767465711,232.3299234782,550.6709999999999,518.443,291.27094902700003,,250.43103078849998,600.24,316.2732811633,717.35,,368.46829504199997,272.4733028474,1084.4657,1013.424,316.739880769,434.1786781575,1290.6906,1091.64,903.4212,,1057.7925,471.8681665443,446.3221991659,337.28326407279997,346.98076522379995,1712.858,1328.558,801.2453211542552,2527.8982,1652.3490230369248,420.1247035431,1526.7125999999996,389.5687265859,1560.5120000000004,1948.8306,2219.745,393.3247711493,,421.6137390205,399.5698618361,2776.8468,2735.4048,2924.8368000000005,4528.0935,2410.3170000000005
b0121,249.1236,274.6062,676.4052326622441,323.721086871365,318.23,249.926,318.9368,270.4258868544,402.66,249.9067868587,226.35966973880002,251.66743263689997,286.7628359116,269.2844732659,506.7483,361.6635,301.2752724051,410.11,300.6921070292,447.37199999999996,356.04369368650003,526.4625,611.72,378.5861198255,237.8488871036,839.7113,632.1387,361.10927443220004,382.4438990291,776.1881,713.2620000000002,641.9028000000002,426.32,749.7765,339.4767185407,456.4727696992,312.0465406674,252.0254664753,1114.708,655.97,713.9944931375492,1476.4024,1244.955129586945,317.94538160919996,753.7719,374.6634451336,847.1224,818.2484,1914.39,313.0721701003,312.29486583669996,328.2225061564,344.7077340215,1493.7915,1495.2192,1536.046,2436.251,1774.7380000000005
