,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC+AA_CHEM_mu=0.63_P,GLC@pH6_BATCH_mu=0.63_S,GLC+AA_CHEM_mu=0.65_P,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S
b2581,1348.7958,1374.6348,767.8838691604242,751.3531635757109,712.22,727.0160000000001,913.1824,374.8505910492,657.9,354.19568464160005,279.0672329223,,,328.25123212380004,1085.9574000000002,793.4999999999999,319.52811160650003,549.81,268.08743704529996,1001.448,298.25098724229997,1092.4875,532.08,273.3809687442,253.03267522209998,1166.7236,1352.6811,335.1094295582,279.8982985785,1467.6454,1445.2548000000004,1440.3576,529.79,1318.167,283.1326120925,293.6961634693,269.0272447687,313.3218690841,1821.526,1533.8539999999996,755.524283687193,1598.5508,1792.3777857696746,234.16484305880002,2156.2989,273.3750874153,1928.8248,1961.9724,1299.63,222.48079476790002,,262.4497368241,,2182.1091,2492.8320000000003,2502.8508,3234.5245,3252.647200000001
b2582,95.175,246.9528,215.14195303961202,182.498573725235,95.05,90.193,99.2264,189.404556972,,183.14057342610002,177.913146058,,,175.2817068126,143.48970000000003,151.6505,182.72579451529998,126.63,,146.736,306.8671614204,272.7,102.3,164.6583673635,196.443246147,217.83040000000003,310.1676,,,461.7488,290.9148,290.7696,120.62,213.57,135.3450036926,,168.3299258157,228.4962062539,320.768,396.732,219.54146372105401,365.0394,537.79953349274,167.1279048343,419.4939,,389.9652,416.5295,222.54,192.0145151218,,163.8987158591,,433.7385,677.7983999999999,536.3176,844.3695,702.6794
b2584,15.341400000000002,25.8066,201.091645133676,108.092112724279,201.82,119.1585,102.3464,15.9482717772,162.82,,37.2813303809,,,,48.84,28.0945,,69.85,,84.816,,54.8125,35.36,,11.529586383699998,52.7558,41.5122,,,43.754,31.2576,56.69400000000001,15.96,66.17699999999999,,,,,24.234,22.932,150.46983232422303,24.495,43.841306568505004,,19.1247,,29.2152,23.6314,,,,,,,25.5936,,40.7855,
b2585,248.5728,309.6468,543.186532558936,363.12838667150396,950.54,637.64,580.5384,369.5089130404,972.55,386.66854592059997,433.1546691163,312.669000171,403.9875148561,346.3980107405,363.3474,324.875,320.7860102876,654.38,347.36822356410005,774.168,278.2044771939,572.2625,534.14,259.3509167196,308.10483598220003,501.8405,539.7747,315.8389546062,213.8442376982,542.471,510.2988,521.4528,420.41,787.4415,180.2886421034,245.25112257799998,289.1984643742,246.44446018669998,246.498,369.95,613.133042969019,420.2774,940.7889681243851,227.04871179740002,342.7011,192.20315658369998,595.256,359.23900000000003,253.245,214.66348507360001,207.99450297459998,204.81776449400002,,472.1652,671.1744,815.8820000000002,1568.8120000000001,721.0132000000001
b2587,129.3408,130.63680000000002,221.99044564066799,210.27663761155202,419.48,394.7535,433.2744,402.1740107126,515.43,309.5317664997,265.3134943297,188.74685804849997,242.3119032499,315.6283305425,162.32640000000004,128.869,309.6141537124,355.38,239.178884597,428.292,212.9583474193,169.6875,219.35,215.2358918909,183.0578620396,183.5404,172.89870000000005,123.4078702285,165.3773656886,401.7508,122.8128,205.9992,128.6,444.70350000000013,163.1542084982,128.4830689358,90.9146691033,160.8483503766,336.88199999999995,336.81199999999995,374.81260993782007,176.6906,621.4896891687598,128.3066287965,235.7586,,192.8736,217.1526,67.215,135.50896662809998,,113.5607547672,,4.7259,405.6192,114.9464,497.639,11.0962
b2592,1385373.7476,1269954.126,546130.4814170382,427136.6337770551,1861.14,319438.7919999999,394609.79999999993,1899.4372413784,1580.39,2002.5519965868,2021.7351893132002,2080.1093315369,2040.6498250082998,1802.2303449538,279809.7324,359124.576,1748.1833008545002,1570.19,1887.2370411004001,478170.52799999976,1680.9964261473,489677.7250000001,1265.66,1613.2762381536,1644.463119837,477093.7372000001,398280.8436,1684.934540986,1595.8487565985001,621096.9641999999,520325.7840000001,480700.2287999999,1173.11,580997.5829999999,1361.3658554538001,1448.7298009417002,1644.1638743785002,1566.3140631912,538690.7400000002,502785.92,606693.3294505157,535730.6704,1103394.0094489795,1434.5013560617,931364.3052000005,1338.1592576853,574515.872,1331230.6063999995,6564978.060000002,1283.8688901168,1269.199965058,1235.2075324593,1187.0242911026,8145385.3728000065,1169284.5695999998,19486520.21840001,2162139.330000001,14879072.228199994
b2593,0.5184000000000001,14.4018,18.70188295156,17.759141865078,150.16,7.8945,9.3912,,104.52,,,,,,17.982,10.3615,,82.51,,11.376,,11.5625,83.76,,,15.0495,11.9583,,,13.5978,13.3188,15.259200000000002,73.91,10.26,17.996280818,,,,26.054000000000002,18.354,26.714148605394,31.7654,58.024262493405,,15.4497,,17.242,25.1512,,,,,,,54.9312,,64.2205,
b2594,203.13180000000003,182.2986,504.959645414896,450.8246460258569,247.28,201.856,233.3136,152.1865733081,250.84,336.9237004991,252.75011896819998,,,186.3418466648,175.36890000000002,364.4005,180.32901122759998,210.37,,324.9,198.92245597169997,332.3125,232.74,186.4708085401,196.9150819845,313.6138,227.0271,,215.05738615779998,310.2604,265.65000000000003,256.6344,235.04,371.54700000000014,214.1801303393,204.19759336560003,242.0044491859,242.93481446270002,368.97,259.756,571.1221346770501,554.8933999999998,1471.08907638807,214.2792175514,445.704,,291.3972,545.2953,304.98,234.68791551259997,,227.200351123,,310.5996,1020.6912,573.778,1102.434,576.4574
b2595,883.1106000000002,819.9468,753.335714007264,628.316681181085,527.62,380.5225,504.7432,890.2356707925,619.39,911.3283171464,1001.8905988967999,1039.5055876621,1097.6467987825,954.6230519319,701.7864000000002,734.3439999999998,956.353747884,598.42,1210.8974382794,708.78,994.9777738896,1750.575,574.64,1048.0065291685,1145.6113081357,1385.5573,1162.0707,1205.8705122788,1088.7263165261,1382.1155,1432.9920000000002,1224.5508000000002,640.66,1043.2935,1073.8281100914,1132.7963591063,1214.2090477656,1201.8931853247,1785.8399999999995,1530.396,1117.3865821613072,1947.5442,2341.10434316032,1257.4764514457001,1534.8416999999995,1200.7600151683,1717.2736,1546.0836000000004,2965.215,1178.3729034019,1131.5451662383,1215.8419802709,1250.7930645345,3111.2883,3492.8064,4597.8772,4529.835,4324.858400000001
b2597,3382.0578000000005,4462.338600000001,4686.690555026004,3443.581603703543,3158.15,1231.143,1564.5760000000002,2331.1647511252,3202.58,2455.2493799094,2320.2620179581,2329.1517472366,2728.4419262089,2180.6498517273003,2412.7959,2556.0935,1658.7947336295001,1726.23,2612.59667536,2076.72,1645.3447914037,3138.15,1555.73,1318.5914790742,2295.7136353896,2815.1328,4399.5966,1635.7053199995999,969.3422199789,3166.9381000000008,4916.9604,5302.440000000001,1373.56,2792.0159999999996,,1004.0566855397,1708.8970868966,1497.9968060157,1762.4179999999994,3683.1479999999997,1824.357007961958,3058.0409999999997,2334.079518380085,1276.2979646014,1443.9222,903.0932713708,4793.6608,6237.2442999999985,2352.195,895.7465923367,479.5105924467,824.3072329324001,351.1880899965,3543.9471,7315.4112,15282.571200000002,30730.724,9058.7938
b2599,444.285,505.8774,1171.0711790578841,724.459057751791,496.62,3201.538,3266.3696,3276.8858225354998,515.43,3349.2734863713,2052.8531442753,1793.2503653274,1940.0502754203,2826.8747130156,2450.358300000001,1235.7554999999998,2479.8258661446,530.61,1577.8090940109,3140.34,1995.2435584057998,1413.8125,437.33,1798.0435865201,1369.1046577202,1580.1848,1799.4210000000005,1306.1239289813,1455.74209606,1987.9774,1933.4304,1993.2396,461.8,2726.932500000001,1317.6730178733,1288.76208659,1047.73220346,944.1103967203999,966.6160000000001,1270.43,1463.4738626836263,2248.8966,3153.7544816565546,797.5108429451,1170.4581,705.6605313389,2156.8484,1703.3084,623.6850000000002,655.8113072092,673.4019829746,657.7403499965001,530.3071459888,912.6651,2070.5856,374.41320000000013,1456.582,327.218
b2600,309.0474000000001,201.3498,231.480769158204,142.249945760645,119.85,302.4705,398.424,219.9879898852,105.62,223.64565009880002,83.2254813117,,92.5359024392,240.1669338914,700.9539000000002,996.4405,242.4907325575,106.2,90.0580463908,607.8480000000001,310.6191010061,2834.0625,235.49,406.3682946057,85.3869032646,750.3032999999998,760.455,,495.3095708053,987.1112,1627.5468,956.934,221.14,1408.5495,549.7011258594,545.7511927051,97.1137635652,101.4079454467,645.974,626.388,430.288560201297,2010.7342,1604.01769990788,92.95767334979999,1033.3659,80.0128853303,2672.51,1841.9678,922.035,69.218330445,84.8298193548,64.1334677808,,3616.0746,629.1648,449.16440000000006,1076.2685,355.05660000000006
b2601,201.36599999999999,134.0064,264.930972285396,90.497999370858,332.0,335.996,477.1104,389.2720550051,,385.99402600129997,87.1322440886,,110.66954203280001,421.0159469457,1236.6177,1636.611,421.40277089069997,,,813.6,395.2879753928,5306.125,,550.3086438844,117.83629786979999,1322.7812,1662.4488,112.52447736120001,620.3370592392,1436.3233000000002,2614.194,1365.7908000000002,,1661.283,732.3486238208001,741.5549655906,95.02747820200001,127.1024804317,886.34,458.20599999999996,1111.1126678361602,2948.5164,2857.165329689015,95.3218524509,684.0939,304.5725739979,4998.2116,237.2676,1729.065,72.8106537555,130.1808912767,127.69545480059999,,7675.0209,789.8496,603.7760000000002,976.4655,668.6932
b2602,,,62.010567006264,153.585535939296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.322093416225,,16.806371228144993,,,,,,,,,,,,,,,
b2605,0.1458,0.9072,,,,1.9380000000000002,0.5928,,,,,,,,2.0313000000000003,2.3,,,,3.672,,1.2375,,,,3.4163,8.2689,,,4.1265,2.6004,7.0752000000000015,,3.9825,,,,,10.556,8.693999999999999,,5.765199999999999,,,3.3810000000000002,,3.478,0.9387,,,,,,,5.5104,,6.2995,
b2606,5554.8828,4371.7968,4515.231475445608,4015.819214068353,9056.34,2962.366,4232.5296,12720.744664263899,9355.25,12471.7953972563,12031.259102205,12637.917573929499,12713.041240043101,13724.7877937687,2708.222400000001,3288.9884999999995,15524.5240991932,10216.87,15706.7616176377,6104.904,16657.0150170601,5269.5625,12660.38,18521.9796120192,17565.376884343503,5618.8483,5719.344000000001,18952.3006706495,19649.4881580503,8433.1774,6892.644,5494.130400000001,13434.05,11079.693,20397.2883285817,20753.445295113303,21065.1437724903,21867.9215351342,4934.482,9826.418,5701.441083883551,7814.3452,15485.871217486218,23951.6282878331,8419.4103,24110.4431371275,12714.6208,12503.186000000002,8972.895,24249.626748914503,26871.6643364354,26235.2824729845,27493.5631724212,23294.793,24306.4704,26292.7488,35519.827499999985,53093.8128
b2607,51.111,79.80120000000002,83.16232267098403,41.511297756109,,36.024,59.2696,,,,,,,,36.6189,76.42899999999999,,,,61.92,,90.8875,,,,102.0064,64.0356,,,103.5686,123.6312,70.8312,,93.9465,,,,,92.46999999999998,51.282,82.53369649197302,172.51579999999996,213.15495008341495,,55.2573,,67.0884,126.0987,148.27499999999995,,,,,221.4624,245.9904,418.4668,507.787,689.8828
b2608,230.364,276.3396,466.13827827899206,245.75419651768203,1674.47,214.3105,268.6528,309.8800523373,1783.92,331.2856693883,330.0613546364,376.0415297878,321.1252833342,319.2221082738,366.3111,433.9525,378.5550669533,1718.88,365.5840763433,433.716,370.08834331120005,546.3875,1635.71,385.01116116,385.7346973205,679.8309999999999,617.4327,408.5159678118,349.6119512143,686.7937000000002,678.9816000000002,585.0372,1547.69,631.476,373.96379084529997,389.0651332735,355.2329752002,374.9963179014,685.4680000000001,863.4499999999998,806.6793894485643,1101.2525999999998,1582.14440378643,411.66345132739997,760.1958,429.28060872379996,829.5991999999999,1161.9616,950.505,453.74730300470003,450.3406511743,464.2374767058,505.4241516039,1598.0268,2455.1232,2846.9056000000005,3625.5665,3839.5904
b2609,63271.9674,45628.0452,14187.662402482763,11272.261397889382,18182.94,15808.9025,21285.8776,18101.0252957325,19695.69,18484.5668152662,17825.3500076948,18761.7622575875,18820.9927344403,19309.063039013898,40119.8844,31834.3,21812.7938666369,23100.28,23685.0762806067,29922.42,24268.3029042335,43713.5625,25247.64,25446.622693411002,26065.341918306098,51728.4589,67054.4709,26922.7547524786,27071.2867881282,70502.8245,68396.15639999999,65303.8848,25835.7,51917.8545,27829.4331628769,28418.469034897902,30270.7031774419,30328.986300359702,100572.77999999998,97685.65800000001,15938.10259193242,92416.01400000001,39420.796475239935,34179.0139431167,102474.8319,33245.2509217582,106707.4968,106723.2019,107939.325,35341.447524291696,35340.3637841823,37385.7068333656,39076.791543182,170607.2025,189283.1616,309727.3996,293681.4215,378659.5036
b2610,470.36700000000013,567.4698000000002,413.66766558480003,354.1533159973909,628.87,416.309,461.1464,487.8444221438,621.04,499.19431723940005,477.211225621,554.4509095649,532.6339464525,497.50390218980004,532.5336000000002,538.8439999999998,501.3304368368,610.27,539.858995798,628.128,536.0822126331,777.3874999999998,598.33,532.6372924772,572.7781353082,783.4122,671.9739,607.6727896448,535.659911298,737.0060000000002,940.4736,895.4088,719.6,993.681,571.3853264188,598.7088302443,641.5251799103,577.914141374,915.8239999999997,1072.68,600.2550156357153,1313.5851999999998,1307.295569541855,601.1350226289,1027.4124,572.4308075821,1214.488,1269.4055,1224.24,593.3073657102,618.3737402643,637.7675994388,665.2629675047,1891.8291,1977.1968,2858.82,3580.5455,3524.842000000001
b2614,9986.3118,9893.7774,3285.956901120196,2247.074941623475,2824.08,2593.3195,3515.5536,3986.9152706792997,2670.1,4130.2351182453995,4052.4544839275,3956.2479549839,4016.749953895,4112.0084028698,3890.2392,4870.7215,4090.1256376953997,2531.34,4125.7278081423,4602.54,3898.7985072933,5682.4,2582.47,3841.1952736290004,4030.4481526504997,6537.9346,6142.347900000002,4472.8549710762,3892.3568679944,7828.8089,7769.0184,6669.920400000001,2671.73,6712.4565,3963.9428686732,3962.9775567167,4255.921242472899,4038.4827957616,11587.898000000001,6917.764,3699.471106639857,8385.2988,7328.108236716084,4216.915107285,13436.843699999998,4267.3531369542,8545.6532,19388.4015,7554.9000000000015,3989.9420168002002,4028.3302005382,3942.5541482198,4218.658490865901,11194.4358,21604.1856,26447.0636,36183.468,23602.5984
b2615,0.016200000000000003,0.016200000000000003,124.924198637532,97.541113172614,100.56,4.3225,5.7616000000000005,,103.42,,,,,,7.5147,10.1315,,76.79,,7.308,,9.1375,67.28,,,11.8872,7.5336,,,9.0652,13.9656,6.402,62.09,7.573500000000001,,,,,7.895999999999999,10.696,139.90953128757602,27.4912,254.180908504315,,13.083,,9.7088,9.4913,,,,,,,48.38399999999999,,49.708,
b2616,0.032400000000000005,0.3888,,,,0.133,0.0624,,,,,,,,0.0,0.0,,,,0.10800000000000001,,0.0125,,,,0.0,0.0,,,0.0,0.0,,,0.0405,,,,,0.0,,,0.0142,,,0.2499,,,1.6241,,,,,,,,,21.0915,
b2617,4302.6228,3729.4344,1784.0617736713925,1988.2932439558508,,1497.6654999999996,1717.7679999999998,,,,,,195.8546125975,,1837.8048000000006,1804.925,,,209.238576509,2302.524,,3027.5125000000007,,,,3035.1857,2874.3651,,,3552.9034,3188.0508000000004,2975.728800000001,,2661.6059999999998,,,,,6256.5019999999995,4503.254,1777.2374208519334,3869.8976,4271.03347117726,,7686.4683,,4477.4736,5791.8833,2797.125,,,,,2973.1929,5262.432,4033.9784,6422.2865,4246.531000000001
b2618,64.08720000000001,48.7296,105.2387418169,61.85583070680701,,54.0645,67.6728,,,,,,,,81.6183,96.784,,,,71.67599999999999,,91.4,,,,106.3244,143.9382,,,95.10600000000001,117.94200000000001,101.8908,,112.86,,,,,154.48999999999995,162.134,126.995884715166,179.985,259.594815257775,,126.861,,224.6344,200.7328,76.995,,,,,128.59050000000002,167.6928,159.636,292.486,422.7456
b2619,9.0558,30.8772,,,,1.045,12.7712,,,,,,,,5.3058000000000005,7.2334999999999985,,,,19.884,,14.0625,,,,18.2118,9.675,,,19.6631,14.0184,,,12.2715,,,,,75.25,,,46.36299999999999,,,79.3653,,,34.5084,48.105,,,,,104.2707,,384.4408,521.3104999999998,569.089
b2620,404.91900000000004,539.865,476.709262325084,373.6714659756049,,213.7785,262.20480000000003,214.0289016221,,208.1610710167,,,,123.35244259049999,241.76910000000004,237.9235,225.80847267040002,,,333.048,112.37454789479999,403.5375,,238.39002805740003,169.57940183350001,340.48699999999997,334.5099,,,514.6728,453.06360000000006,352.63800000000003,,514.4445000000002,490.4582495357,,,,497.504,479.79399999999987,566.392373522478,469.168,1412.06076864509,177.1736889762,486.4524,,576.8892000000002,832.1203,292.7999999999999,183.03312496709998,,187.2389933591,,394.6569,920.2368,547.7444,1297.0735,594.5078
b2659,20.493,30.2616,351.48706454303993,409.82628211362703,,143.14600000000002,188.5624,,,,698.9461775647001,,311.134961803,,162.35970000000003,288.9145,,,297.5451806486,279.936,,321.75,,,1197.5045328315,277.4188,186.8436,,,272.17870000000005,297.68640000000005,179.79720000000003,,443.81250000000006,,,,,63.196000000000005,62.95799999999999,405.789801530916,79.2644,96.10042638196998,,75.3081,,84.7448,66.5881,16.77,,,,,14.7441,1188.0192,236.2528,1366.8410000000001,135.9448
b2660,10.206,7.128000000000001,75.944569700288,56.572318671407004,,10.0795,8.3824,,,,,,,,9.546,15.041999999999998,,,,17.316,,20.2125,,,,15.6718,9.7008,,,20.9338,15.6156,16.0644,,21.546000000000006,,,,,15.764000000000001,11.004000000000001,37.096554508914,13.9586,52.721120587185,,7.2177,,14.1636,11.7561,0.0,,,,,0.1947,42.048,0.2756,38.27,0.0
b2661,1153.6992,1291.6098,920.383797319632,465.342524924265,1476.1,1871.006,1687.3168,2087.4602840371,1551.78,1995.4059982828,2395.3850582549,1727.1908852095999,1815.5813946782,1824.3611793195998,1465.5441,1234.9965,1764.6588777939999,1331.64,1999.6747975956,2021.892,1379.1906773204998,1721.8000000000004,1024.34,1234.9950261811,2173.2932575183,1454.8739,1185.6132,1991.8814837379,947.9046795072001,1918.1806,1494.6624,2307.69,657.81,2112.412500000001,797.0670633368,711.0380084059,1623.2105339552,1144.8269249671,1246.2379999999996,1419.866,910.5455965930199,1020.199,1031.388383017965,909.4551588403,1228.2143999999996,579.8579432336,1298.4484,1042.702,171.12,523.4692411771,422.4632475719,362.9649707306,359.0679624509,183.5844,3395.9040000000005,1069.0312,2704.1625,201.3012
b2662,590.5224000000002,644.355,1275.663160984908,482.06069295611604,1615.92,1470.277,1910.5736,1019.1866887427001,1547.93,1231.1065398896,1392.4044905648002,1239.4437120909,1782.5155027523,976.7983840349001,1632.3882,1220.1844999999996,1024.7037600705,1695.19,1610.6003397944,2084.028,838.8560617916,1904.925,1208.33,698.4334972464999,1392.8980747763,1635.2901000000004,1126.0410000000002,1155.8249811166,462.39209015949996,2192.7042,1709.5188,1817.9568,836.08,2210.2200000000007,354.0787895988,347.98605944519994,1013.4070424578999,586.2058835680999,845.992,1051.6519999999996,1093.826102246508,851.29,1022.5667936330349,415.3204888637,1000.9524,285.6825626433,1334.6491999999996,743.9421,174.585,253.1882562292,158.5373844834,167.4386561466,,162.8931,3142.2528,967.9284,2030.89,95.8546
b2664,0.032400000000000005,1.9116,,,,0.5984999999999999,0.020800000000000003,,,,,,,,3.9738,4.462,,,,5.64,,2.05,,,,9.1948,2.8896,,,2.4759,6.1644000000000005,,,2.565,,,,,1.554,,,8.008799999999999,,,0.735,,,4.1273,,,,,,,,,0.1075,
b2665,14691.051000000001,13444.461000000001,2903.0793215974877,6460.8848976259815,15543.46,8558.359999999999,6439.7632,13971.079220741101,10570.38,13563.718647174499,16022.829520348701,18174.1683994847,12893.856640998301,10201.5255708235,6688.737900000001,3524.5890000000004,8575.1507370855,5296.33,7808.284532599,5781.527999999998,7004.1360390562,3562.625,3586.21,6468.442453567,6055.1828910082995,4254.8937,3932.7198,4871.3679793228,5178.3532266723,5580.4035,4019.8884,5491.543200000001,1879.11,5391.846000000001,4157.6209205277,3955.7384654607,3559.2651912676,2962.6281100441997,5256.552,2816.688,3005.7683154540086,2636.3152,3662.628205545495,2283.1193597922,8645.9961,1838.6187891042002,4682.9272,6327.2552,803.5049999999999,1438.7191997431,1334.0153619362,1135.8903681539,1203.1571816678,505.0518,2707.5840000000003,526.9259999999999,2464.3945,352.2444000000001
b2667,78.1164,91.0764,,,,42.5695,164.11200000000005,,,,,,,,59.25180000000001,100.671,,,,112.464,,71.9,,,,165.40480000000005,114.8874,,,96.4946,116.5692,,,96.768,,,,,111.79,,,202.4778,,,179.1195,,,183.86599999999999,19.68,,,,,29.948400000000003,,54.06,281.5855,37.67040000000001
b2668,308.2698000000001,319.67460000000005,167.021706472332,103.76031536985501,,445.037,413.9824,,,,,,,,683.9043,381.8115,,,,527.112,,629.0124999999998,,,,628.3833000000002,768.3498000000002,,,495.0883,594.0528,864.8904000000001,,581.6475,,,,,513.534,693.252,71.56582400286902,684.2554,168.397044277505,,433.7382,,1121.6476,549.1544,49.02,,,,,71.86200000000002,1252.5504,54.8656,2424.555,104.96700000000001
b2669,4799.2824,4770.7542,2066.84716865628,1654.719597306232,1155.81,858.3439999999998,1472.2136,1707.8139932813,1514.93,1824.6128357255,1036.5273936039998,1037.5365657398,1195.8731065275,2172.7287206854003,2430.4782,2439.311,2273.7551324285,1526.89,1625.2975186248998,2702.136,2584.5053676639,2372.9375,2243.31,2756.3085804239004,1665.1446184272,3627.1962,4055.5794,1860.7681882943,3863.3273668381,5145.9944,3300.699600000001,3861.7128,4119.5,4193.7345,4342.829288187801,4587.6015722875,1965.8735112469,2097.1794501963,9417.338,5315.995999999999,2186.5199946136827,9744.7642,6537.059462201765,2293.6928104646,7913.745,2443.8176953006,5329.8056,21046.5033,17719.935,2412.3352766729,2648.139604868,2648.6342312037,2802.0564089570003,9504.8469,5266.7328,5727.0104,11268.58,8375.5382
b2671,36.38520000000001,28.8684,,,,8.037,30.888,,,,,,,,10.9113,11.707,,,,7.919999999999999,,11.1375,,,,68.1482,14.319,,,50.3433,22.7568,,,43.9155,,,,,57.694,,,46.43400000000001,,,97.2846,,,43.8209,,,,,,,,,82.0655,
b2672,1985.715,1238.0202000000004,597.1970108557759,852.260336804359,747.35,1062.9455,1448.668,858.8697124824,424.11,696.5946073383,130.5309941076,826.7574293575999,685.6302267809,604.5587822199,1709.3223000000007,1027.088,634.8212430095,381.11,,1374.48,,535.3625000000002,311.69,523.8310322816001,484.0546843183,1348.2193,602.7654,399.4795228315,,821.4224,897.5472000000002,831.9300000000002,248.93,1681.965,339.9416544347,,,262.5763733723,2336.95,645.974,913.4423810131383,710.852,1474.7188210490754,188.0252581391,2138.7471,,672.29,704.9934999999998,23.01,118.08190774549999,132.3543194467,74.4763183676,,10.4607,1125.4463999999996,13.3348,1142.1015,9.1124
b2673,63.1962,15.4548,,,,2.546,9.6408,,,,,,,,7.9587,11.569,,,,49.548,,6.8375,,,,24.4983,25.606500000000004,,,37.7935,5.8476,,,17.361,,,,,0.7,,,47.52739999999999,,,1.9257,,,20.3832,72.24,,,,,245.8707,,37.5664,12.814,96.24700000000001
b2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,1.3806,,0.0212,,0.021800000000000003
b2675,11.9394,15.714,12.313635620756,1.820658218013,,3.781,7.5088,,,,,,,,20.1243,9.361,,,,12.9,,17.5125,,,,12.0269,10.9908,,,14.9733,15.708000000000002,13.3056,,33.2775,,,,,55.916000000000004,56.588,23.694121806132003,20.4054,44.24535890285,,13.3035,,19.018,12.0392,13.905,,,,,49.8609,33.2928,25.567200000000003,17.243,18.421
b2676,33.0966,21.9024,20.486891491824,9.883069737907,,26.581,26.311999999999998,,,,,,,,25.152600000000003,43.539,,,,36.132,,36.0,,,,41.8211,23.0136,,,37.5446,46.22640000000001,30.3072,,33.669000000000004,,,,,335.944,101.066,35.032693503957,60.6624,121.32169551377,,59.4615,,38.2432,77.2267,15.09,,,,,32.9751,67.16159999999999,4.452000000000001,98.64200000000001,8.175
b2677,15.195600000000002,9.2664,,,,2.0995,2.392,,,,,,,,4.406700000000002,2.806,,,,2.568,,7.35,,,,5.638800000000002,4.8246,,,9.8643,6.4416,3.3924,,3.51,,,,,58.744,19.712,,40.8676,,,8.0115,,4.4992,21.1431,56.625,,,,,42.0021,49.728,3169.6332,2553.039,1717.84
b2678,11.825999999999999,18.5166,,,,4.8165,4.524,,,,,,,,11.355300000000002,10.81,,,,7.176,,4.7125,,,,4.6609,8.9268,,,9.4189,10.4412,5.5836000000000015,,11.2725,,,,,164.5,24.164,,42.3444,,,4.1160000000000005,,20.4388,20.7855,21.75,,,,,8.460600000000001,51.0144,1815.9284,2825.659,1103.1889999999999
b2679,206.2746,265.27500000000003,344.45681847314813,184.258044814524,100.56,75.23049999999998,219.752,58.0974101211,,60.0385436849,,,34.2469448009,,311.3883,322.95449999999994,79.0402556197,,,302.748,77.1110351557,507.15,,76.6143131428,,360.0704,560.2212,,76.25075399890001,885.5207,414.2556,529.7028,,572.1569999999999,,72.8210349111,76.1289498069,,2270.45,324.884,358.722687076266,1116.2762,598.39143093216,,242.5353,,345.8908,206.4842,725.13,118.98925284280001,,55.4764196971,,301.5903,2317.3248,20771.3572,21701.756,11701.6732
b2684,450.1008,598.0554000000002,244.06418845856004,138.870489543838,90.23,165.718,266.1464,311.05966840080004,119.92,293.2712209494,260.1333482197,,198.239409768,403.5486227445,404.00670000000014,650.9,585.9857951601,129.9,466.2226018028,492.612,519.8552815317,1014.425,126.67,544.8548735669,447.0893033525,903.3383,1178.1957,561.1393281416,592.5056504771,686.2173000000001,1005.6288,947.2716,200.45,920.7539999999999,715.9950533786,686.808213779,617.2003018373,717.3747397164,1791.58,1808.212,351.35582079945,1540.5011999999995,706.536705417285,766.1590246847001,1128.8571,592.8398453092,1650.1704,3484.3948,1351.035,761.3473062114999,676.6808566043,841.6977742963,858.2244860408,2051.6424,2643.7632,2132.3384,3729.605,2166.8328
