upid,GLC_BATCH_mu=0.6_H,FUM_BATCH_mu=0.55_H,PERSIST@8H_mu=0.02_H,STARVED@8H_mu=-0.005_H
P0A7X6,735.8811180402,726.7381886924,402.8757319962,506.6720416076
P45748,489.1068698958,486.597338786,407.8671291397,356.0399474329
P0AEI4,275.3012435525,196.60571219,78.7933142412,125.8550891438
P0A8A8,667.9408416693,624.7017772155,689.5085526037,484.2109266407
P36999,27.6344472463,25.6233911188,44.6013189627,31.1654808753
P63177,444.2427651238,361.0018469191,517.6184613092,342.6502807404
P0C0R7,385.8971514397,401.9832506527,437.7561993418,385.357817858
P75782,103.2632687295,100.0547694193,94.9434404345,79.9279345627
P42596,12.0936564848,3.1377924987,31.1240425318,11.4565302809
P0A8I8,186.1325714874,192.8870115046,149.1738147661,173.2156828859
P75876,398.7549342074,305.9147530464,484.0119172253,347.7000208081
P75864,152.3566800444,126.8940654574,166.5876056762,147.4334662909
P0ADR6,170.3324230952,149.9927016863,217.2154392941,138.5600434774
P36979,218.7254468997,296.1189499721,46.6718615332,53.2420043107
P10100,574.3879252418,452.0365804785,677.4822513753,468.4220637745
P37765,634.2720355815,595.2063933365,405.0734700477,539.418520535
P0AA39,230.9728708228,210.4935206903,223.1852225472,176.1605766731
P33643,684.2274773898,514.524445655,739.0567967637,548.8691797988
P32684,100.0121071134,97.4144091572,106.9348963441,78.4703100515
P0AFW2,659.7346792666,823.4422688024,17404.2169558324,2664.1834437907
P61887,48.7713071929,39.480134081,75.8334724597,52.3839309383
P37744,624.5678739145,629.81791056,566.9067362024,731.9507156836
P21338,212.8284670148,154.2894003961,338.8871870716,156.0223225124
P30850,1158.3411154597,776.0542324996,1130.8807106892,742.7248596202
P0A7Y0,575.5266538587,487.2481139139,524.8518985109,430.1433740723
P09155,27.0092608465,29.2127185858,18.4756062682,27.2515574995
P21513,1425.8793211525,1309.0672657029,1983.8203330744,1498.1466054174
P77611,29.9123301799,18.8940376865,2.4720491699,3.4546409782
P77285,95.8928879396,71.948358559,163.18906778,85.5465991907
P0A9J0,205.9437570326,167.3327594575,169.5273033834,131.80663125
P0A7Y4,35.1441418267,22.9173540647,40.3850876969,33.1229376684
P0AFW4,306.1444121025,770.5409172321,96.1361949048,360.7814193955
P0A7Y8,225.812578518,158.3819626304,199.8032879209,146.2981500221
P21499,432.1061836374,428.5737920454,1128.0203146113,830.4289000626
P30014,183.5974757003,127.8367325618,235.72299239,153.3796783077
P0A8V0,36.2967687673,42.4101958695,22.0615260502,40.1883788261
P0ACI0,467.2703160045,473.6236773115,873.495059497,734.3739933706
P27434,1157.413723677,1111.9157083337,2078.3724874164,1308.793798331
P0AFW8,798.957364117,647.836888468,1268.6105057847,593.2781069616
P0AG07,515.3578225538,807.1400849341,409.3723507692,591.0006355869
P0CG19,106.6936022467,50.7979474354,27.9274464048,8.689844201
P0A7Z0,2314.133844749,3044.7611021803,1912.9213781051,2892.1527046559
P0ACS7,46.7858629797,50.0776298068,42.3978291133,37.6265536967
P0A7L0,10040.1436420904,7173.1010991888,9710.1574704947,7524.3170259559
P60422,12492.8868163739,7865.0579908531,11777.06156822,7530.5760670261
P60438,9543.9060396999,7482.1138710787,9689.0483191297,6346.0045662899
P60723,8581.5953190311,6707.8847087681,8561.5497095044,6270.4392940337
P62399,9224.4547500484,8190.2962958844,9002.4905114028,7574.8625491822
P0AG55,11618.5396345816,9259.8392903108,9975.2726159664,8175.893804322
P0A7R1,8214.9042572082,6116.6530614287,8639.2009749063,6917.005754682
P0A7J3,12078.8346012308,9266.5445039613,14302.2001825066,10474.7068955725
P0A7J7,8651.2577797654,5597.3613625331,7346.1177599859,5772.7604943751
P0A7K2,23665.4474432975,16729.2510950566,24590.542580081,18063.1927370178
P0AA10,11445.3431359944,8771.8242453735,11797.8733006027,9314.1431368575
P0ADY3,7238.6126918208,5136.4822686556,7133.9952654704,5019.206920849
P02413,6120.1256140674,4661.8912685101,6562.9285537277,4971.9375688109
P0ADY7,14038.7970144852,9728.7758419963,15405.977181536,11314.227783616
P0AG44,8787.3525374366,8252.7807897069,9543.9024970361,6700.0921597329
P0C018,5943.7688389407,5267.772223758,4307.0339030783,4422.8958320002
P0A7K6,7202.7307988308,5136.4334089041,6583.3101869973,4907.8602993974
P0A7L3,5086.7168147926,4009.4985857243,5029.239718417,4063.5776152803
P0AG48,6659.5260818271,5758.6545253419,5083.8258148606,3983.7124961066
P61175,13698.7860662616,9895.2388157011,14674.0458969711,11913.9369043612
P0ADZ0,2324.7055362985,1478.0053030511,2013.6469872027,1763.0026785142
P60624,12357.1383429027,8294.4117463159,11542.4248061139,8862.6591829478
P68919,6931.1813060793,5312.9550323618,6598.2225137761,5217.8814587215
P0A7L8,9379.1928449478,6291.5323011985,8676.345061744,5621.1232382628
P0A7M2,5298.5114500619,4686.3092000832,3348.8677031281,2502.7061142405
P0A7M6,11659.9581025778,7344.1715421318,12646.6602371886,8411.3163570179
P0AG51,9396.022692569,6069.0833608934,7674.3453798851,5537.7761410886
P0A7M9,8918.3914863816,6425.0784894155,9247.8942495323,5752.1011198861
P0A7N4,8611.1729552826,6834.2500090376,8560.3058585594,6595.3950189401
P0A7N9,4569.7293962253,9828.7236278487,5141.211624082,9459.8672664022
P0A7P5,10096.1733029815,7147.1614175267,8991.5939139083,8164.4441918657
P0A7Q1,3277.1305118308,2500.9308939252,3187.6823277352,2434.1224354161
P0A7Q6,5851.0612471752,3840.3559429885,7817.6026605394,3572.4380521085
P0A7Z4,6504.2769025054,6477.2047721729,5631.1866960878,5986.3858988385
P0A8V2,2901.1503645608,2517.6789262532,2921.2555681433,2687.1828447828
P0A8T7,2660.1892057887,2227.8727826822,2596.5102142408,2277.6420159501
P00579,1020.0333315108,900.6663784468,1574.9437162901,1288.4952740661
P0AGB6,213.986647605,167.4264666289,321.9633465279,223.9655060779
P24255,260.2859319214,258.1417268465,260.5543918122,234.6534450231
P13445,342.5295985318,242.8453968246,1043.1191891103,756.0499773882
P0A800,3078.0400141177,3119.858154087,4046.9592947202,2724.0168851593
P0AG67,8658.311685511,6937.7734784294,9091.554560552,6230.0210833766
P0A7V0,9085.7973522838,7189.4478814613,8626.5830094318,6856.2499434896
P0A7V3,11886.2378328689,8364.6513045956,12744.4863416783,9014.4124399499
P0A7V8,7347.4765012231,6241.4653311273,6522.1005546888,5555.5840713001
P0A7W1,10342.3295034587,7503.049924409,10012.5082038024,7774.0532084939
P02358,11347.712666135,8650.8593556516,12070.6507051688,9631.2030486987
P02359,13597.3743693471,9801.4685426916,12276.8378330518,9916.9015436562
P0A7W7,5588.5011690674,4506.3704273773,5631.6860806891,4557.0021892137
P0A7X3,5784.7580532202,5226.9664253245,5773.6853964123,4684.7721564021
P0A7R5,8799.6832435712,5628.6345980197,10062.08168297,6877.2066688496
P0A7R9,7677.0391259699,5265.9086490739,7585.9471822546,5947.7368789297
P0A7S3,8054.2987476023,6717.9061025318,7262.6189524585,4991.2776819075
P0A7S9,11355.3671974231,7532.9102684146,11954.4433674702,8892.3491551098
P0AG59,7569.4983536444,6066.5577761321,8023.2972780434,5511.7866237068
P0ADZ4,7889.6749666931,7547.3927917344,8183.5928477325,6185.201197322
P0A7T3,18335.2541745302,14358.6509837229,18479.1170457203,15421.3721766117
P0AG63,7638.5583606183,4498.233958531,8235.4318157858,4939.2420215313
P0A7T7,10743.7678623672,8550.2970745101,13108.0379502101,10218.0804313822
P0A7U3,7129.6653881176,5832.6326071799,6729.4553941608,5512.977295666
P0A7U7,11366.1810268845,7470.517093483,7871.817883107,9042.5712494619
P68679,12807.6617837152,10119.7258638058,13497.9625270727,8270.8083515041
P0A8R0,877.7289048364,982.540968741,1468.1104978814,1489.2621452824
P0AF90,2723.4600507866,2106.7761477554,1841.8814729,2897.123917725
P0AFX4,195.2011463524,419.1628216272,88.4778957967,205.210330191
P0AFX7,214.3638350489,243.4299266413,388.4210548573,365.435734241
P0AFX9,161.1692610997,165.7681360661,262.9115052426,203.6614017636
P0AEH1,52.3170039673,51.9734964783,79.8160367113,48.9975825189
P39286,292.1894282369,219.6388221941,302.1296600082,213.7717793797
P06992,235.7999247764,187.1857105886,246.7842406527,239.1863760879
P36929,233.1161999804,194.2870728962,293.3350779366,226.1071175085
P39406,270.0140650569,259.4694457011,367.6497286097,279.4991309261
P0ADX9,221.701027802,116.6661350866,192.4998043817,122.250407295
P0AGL7,196.2761203907,556.6805368303,606.6288808082,824.6753939817
P0A6U5,96.2814270361,84.5634645921,100.2767382327,90.5477553504
P60390,417.5906713042,373.4263598278,468.0936668235,455.9570730999
P67087,334.4569996635,292.6958589545,316.4995677256,332.7831773223
P0AFR0,19.0725041155,17.3099532119,20.3760760867,15.5670122599
P52108,154.6995666763,208.3276240892,109.6023134346,149.6071255327
P18392,40.0639308662,61.4721798743,28.186785333,15.1879226561
P0AA43,771.1506213715,622.7032637115,571.3780121628,478.389833128
P0A809,255.9760473205,284.2760919431,175.5703780848,311.7104777305
P0A812,106.7741956517,88.6605282657,52.8066966753,67.8398333807
P0AFY2,21.4299775208,26.6088345804,17.9919756703,15.2283284511
Q47622,5.6154184299,9.5550214999,8.7767125848,11.803395509
P0AAH4,28.7359756406,36.0216385386,43.5162194252,36.7214748481
Q2A0K9,12.4461576813,15.8042387039,10.0204358243,14.6919071697
P13458,30.5931031584,40.2649141291,12.5050132361,16.6645574964
P0AG78,788.8298544426,526.8792373339,1005.7750765923,549.677556042
P0AAD6,86.1336681626,139.6363098355,2.6407601445,2.9562139191
P0AC41,2193.2873999506,4792.8609343839,2450.6459611406,5831.3440337734
P07014,1233.4372923888,3709.0881328953,1639.9079922615,4000.3592257072
P69054,266.3698296739,586.0617923796,333.4856612073,684.4578645868
P0AC44,245.1693497559,1121.6150596034,628.9742597813,848.4912434728
P10408,758.0117161132,746.5013935911,876.0312014244,818.1922733802
P0AG86,2998.9435101754,3265.4811396228,3642.2878037556,4169.7655321391
P0AG90,587.8821196832,564.4046589251,648.1809172348,573.6314827605
P0AG96,145.1103104276,147.6681016996,148.9619081302,217.5135327279
P0AG93,635.8070218699,724.81804182,533.7414166847,531.8328590744
P0AG99,2047.5180012254,1606.1446736345,2286.8763285745,1921.7544581183
P0AGA2,1228.4377933362,951.4663254623,1544.6536868133,1114.343206345
P0A821,218.7250050055,182.9917209124,250.8428886481,191.5672477793
P14081,226.224730767,213.3230708438,173.0639277124,156.6879297492
P16456,783.7566029005,935.5514796476,750.2121983361,771.3437374017
P0AFY8,675.2202106136,546.508720842,495.2880786634,630.8989551045
P0A9T0,7520.7616786713,3111.0627277087,4772.9127097608,3563.536490613
P0AGB0,205.902634497,114.4140616926,184.5694940731,97.1061036577
P23721,5110.399822233,3154.4562068668,3333.1719343763,2990.8397552636
P0A8L1,1616.9938302214,1523.549892655,1557.0429460388,1624.372389558
P39364,61.8937325902,45.7423257572,549.1583393425,170.3659854449
P76350,59.6083537801,36.3364554385,9.7046644075,18.5983425156
P76502,19.047957592,85.4297498149,4.2904923775,53.0870856624
P0AEU7,3494.4443524049,2621.6515137233,4154.2109522629,2712.2399305567
P0C093,296.6995637467,242.511786163,152.5712065632,265.9196513652
P37194,697.5235980009,801.9700546509,4562.5348431575,1488.3582392889
P0AGC3,92.2331594036,109.8690474883,139.3492296373,84.2564629942
P0A8W2,464.0014867352,469.0335197407,437.0333680342,570.3278270532
P0A905,3105.9169979531,3486.6874134785,7900.880883196,3598.771874331
P0A9K9,5005.4150025566,5229.0990121929,3661.3160129299,3729.6209132132
P0AGC7,64.8316328321,61.1034819956,19.5039518719,60.7185602596
P0A937,1986.5271958964,1601.1147935603,3259.4971212391,1939.1975800776
P0A832,656.7724505326,510.2633995698,612.5761737305,518.1622416577
P36566,32.5195397929,26.5099345044,25.1454952603,33.5507780334
P00448,7048.5642768297,9550.2998794177,7997.7034066887,9270.1754606312
P0AGD3,1893.7744412817,2470.1516255396,2372.422525316,2666.7024424461
P0AGD1,144.354954413,78.9582387509,1564.3019470963,205.3633009986
P15373,146.0961778943,161.2148558837,234.6055765883,155.2426643344
P0AG14,648.2644894602,452.7909866852,642.7842611563,487.6933808516
P40874,703.8194926602,483.0610181156,424.6920459025,411.9395765373
P21170,1244.8288870301,899.3794551099,991.0395855277,986.7628641272
P21169,224.7468833832,172.1155623514,156.4609408427,152.324620476
P0A7F6,768.5344293195,721.8426316705,760.9250409318,721.2962973049
P09158,579.0488974823,643.2382821059,530.6903063465,735.2230789807
P0A951,299.654273433,300.4717510544,264.397096482,411.8991422537
P0AG24,138.5366661757,112.2865746272,116.2438584586,97.6784949708
P08395,184.1116257678,166.078522233,173.654466872,131.052994428
P0AFV4,591.1774063038,1770.3090537132,49.7522252258,87.6648985501
P77754,687.4989521263,763.9021726117,1290.6906008712,874.8873837772
P68191,3427.5538133345,3986.7914459983,7074.2490648641,2124.2230530807
P15082,44.9383852372,70.6783966176,89.2058476035,82.2427769872
P21507,430.503277035,401.8758141715,411.6603040883,417.5083397447
P0AGE0,1387.9478428622,1610.4029358673,1241.503574487,1756.7991145258
P31142,479.043737816,917.4471185505,1212.7276673065,1263.0471009383
P0AFZ1,157.0775462536,108.6447285989,35.3341309224,64.447150532
P0ACA3,2010.7790267073,1959.4926209036,2619.6103827071,2180.5928209935
P0AFZ3,404.9206453634,371.6198504352,363.9804671843,355.5044965465
P0AGE4,391.0690572084,654.5458775633,344.0772960296,744.9423664781
P27306,552.9976134137,2416.3462249897,383.12410408,2118.7582188231
P0ACG1,3040.4927731171,1969.8378329853,2712.6550775512,2246.573009409
P0AFG3,1483.3738550661,2463.2172997881,1435.8726621759,2340.9730865254
P0AFG6,3036.0751058039,4336.6745320847,3224.9626676482,5084.1675339536
P0A836,3225.7468053098,7821.0884843274,1937.8149214159,7442.9072650256
P0AGE9,4173.1866625438,9747.0717875093,2808.252764881,9825.2891280827
P77667,511.2136338211,340.2639588419,365.0835678362,400.3463771371
P77522,329.9445558977,339.3477320063,359.7623218052,315.510495407
P77499,645.4462751486,504.6257478842,714.1576399574,617.6145314453
P77689,311.1871728174,199.60690021,216.1988628528,199.6110310074
P76194,74.3445572223,43.753261108,69.2984580467,33.1180415586
P26648,59.6376608281,73.0066763038,103.2587588486,86.5101921594
P77444,358.6485503949,305.2162484524,393.4993180958,376.4094085212
P0ADG4,1258.9330664564,971.3492970704,1156.8205075288,1112.7295346616
P75792,167.7570154956,92.7041484439,125.4410442557,78.2006996088
P0ABZ6,789.6166525435,764.847612105,1108.6655854108,1013.0891341591
P0A840,114.5230251125,146.8400116738,95.1953707445,189.7375401738
P0A8U0,108.6657384193,48.5411334283,85.1657777547,69.9611911144
P05100,183.4358562692,61.8124187113,50.5494224256,28.2159512246
P0A867,1122.1365489373,966.5042776598,2516.5901858891,1459.8359859984
P0A870,5466.0629397438,5703.2650104892,4824.2223745598,6840.297510277
P76145,60.8689399152,60.6432167612,525.2362703731,249.3072992934
P07017,0.1452089053,75.8442548174,0.7074357333,102.9355285844
P0A9T4,457.4643277563,522.3674220813,511.5247230571,657.3691725145
P69428,953.4432407427,1355.5683357651,1331.4421257088,1394.7707262944
P69425,515.5032035896,594.5242061511,660.3706485984,654.5895904277
P69423,301.1642928468,269.1559052264,363.1958781529,241.687180212
P0A843,73.1770867288,65.4219294981,3.7726911975,0.1116804588
P07913,244.762167846,291.9697415549,670.2278824574,362.8930840165
P23331,335.0109373061,243.5562919158,209.4936570024,259.5814527976
P25397,214.8574011129,213.477954749,204.2711055773,191.2527405685
P0ADA1,107.4760562784,76.81655891,102.7796524031,63.7131577482
P0AGG2,263.1874778584,225.3933947037,399.7460710262,241.8291699723
P77712,23.5603620697,201.7804534836,89.1001262393,117.1894259456
P0A847,756.5748179455,554.6341012554,773.80874463,623.5293189109
P77718,370.3511885204,218.5631722278,101.5384404483,166.2498325262
P0AGG0,164.4812330167,221.7023692368,141.7862824111,218.5341494513
P00561,4987.3654781051,3365.8950537562,3303.364764118,3554.2107559992
P00547,914.1938992847,662.2287765341,535.704722488,702.5119725765
P00934,4635.8469061072,3298.5624636386,3591.367068556,3577.5689709716
P0A8M3,1011.5481265775,881.8734730995,972.1637694531,989.2781465799
P0A884,306.6326556329,244.165038226,228.0024326175,241.4214432861
P0A850,6178.6404874643,5646.6082893743,5774.805935292,5559.3820883868
P52097,77.661993129,58.4538492417,65.7291784418,56.1007824692
P27302,1879.7051541935,2299.8805452579,688.0449746467,1821.9735420912
P33570,707.6039392928,680.5696203992,1419.4183438517,781.088104152
P0AGG8,345.5337702831,250.680532612,382.7801943545,285.2242571168
P0A720,210.2165752994,131.3308055617,160.5567010888,158.0746659654
P0A853,84.6653899254,1390.3044597316,100.8007854537,942.0945710927
P19934,138.8022745849,118.8425945854,133.8935258665,78.8946589477
P0A855,2276.5531031426,1774.7181063239,2614.9457371195,2136.7708822566
P02930,1158.6448936967,1248.6578496388,2173.7466736542,1034.5969123033
P0ABU9,322.4721249021,457.5924764191,383.4858194456,284.851248716
P0ABV6,1324.0605216151,1263.3146786101,318.980623693,437.5633133488
P02929,357.9503817208,212.0065544243,97.26385384,125.5396266175
P06612,410.4364519859,344.8749809384,513.0659529489,407.5492223363
P14294,107.4622464989,123.3416322136,51.713951241,116.6854927869
P38684,17.8735582034,17.905557941,17.810396542,17.1204471017
P46923,29.3586664092,27.4399195394,54.8696498166,46.8694264664
P0A858,5693.648915211,5849.4446080219,6231.1902183592,5270.0479887065
P0A862,10224.081062397,8811.4090652437,11081.0527403227,10884.4003284551
P13482,152.0899241466,243.8102983945,441.3477967482,319.1474239474
P36672,12.6629445584,61.9157040713,3.0069038969,12.3408193403
P36673,17.012520142,16.4272866918,14.5398856224,15.5184363385
P0AGI8,70.6186228547,68.808854026,196.493380675,106.4764929486
P23003,236.76869895,178.0582795747,223.9539020352,196.0370882427
P0A8I5,393.1521487624,322.129870391,417.9355337422,365.4048644708
P0A873,99.1418372481,74.3546815243,68.0513077969,90.3938289902
P0AGJ2,98.267789185,81.7966117231,66.248952733,87.9957412191
P0AE01,378.7084506153,347.5543839189,405.4080824403,352.8309910214
P0A877,3056.0095459419,1943.5920167772,1750.9340395287,1860.090267217
P0A879,2461.1339642255,1820.6313975695,1459.7928538326,1379.9975735336
P00909,783.9551756604,445.35005069,556.5464137796,419.2990126552
P00904,1224.4923330645,770.2959279274,697.7396494447,620.1588351072
P00895,1097.4861908839,537.2871912951,737.7464937919,543.7614047289
P77766,28.6876601373,33.643531105,33.992108188,19.1828154735
P0A881,133.4423308564,196.7115114993,120.3962167451,206.9178105562
P00954,1854.8747055445,1722.0785199832,1424.1984210482,1360.9520621669
P07649,65.6416540787,56.4419635473,82.2467059521,53.8856412829
P60340,116.2533001022,135.6320716621,152.6532908563,156.3110282296
Q57261,320.2951224138,260.9120886804,280.9457444998,219.8168479084
P0AA25,4564.3894490318,3744.2027686288,6752.8260296865,4801.8958193852
P0A9P4,2340.2566742833,1947.2349374858,1569.7401234714,1739.7327033943
P0AGG4,250.1393179036,197.7851024514,299.1779897135,233.8499489561
P0A6P1,9274.9829539343,6852.5300701446,9355.3282378013,7875.2807590707
P02942,4.4591248306,7.9722273958,3.115888043,34.1996621047
P0A927,929.2858820178,992.0879751943,1100.1233280453,987.2237491534
P76055,442.308781632,411.7003717822,323.6273169522,385.9093021913
P0CE47,46506.0881267133,43689.8527603384,48513.5678344984,48345.7419713819
P16525,11.2204881127,9.0050276745,22.4730132932,14.3272103783
P45530,48.8245925997,37.5040071961,32.1453690044,36.6376360035
P45532,84.9101797458,91.087172867,61.5429131294,49.2624867775
P0AB18,139.0782913401,120.4102300353,202.3367636285,158.5641876994
P32132,2349.4584338111,1259.9434291597,1954.9315848903,1309.7089833658
P07023,746.0547441432,387.6473515327,233.1966323945,251.6095316937
P04693,1611.6491690493,1522.7565321343,433.7131088451,970.2869351164
P07604,213.5940893417,207.0642920432,327.2896230647,226.4529891375
P0AGJ9,1762.9699644984,1155.1542919198,1781.993832851,1302.8849032254
P0A6A0,27.7608246857,33.9892211716,23.3059478601,23.5132051151
P26602,1649.6320030314,795.3385691575,40.8428089413,54.5532999363
P0AAB4,217.9536978462,286.3660908013,230.4950698442,339.5809304262
P0A887,802.1051888668,800.7468770345,707.0443403629,692.048396129
P75728,233.9547533983,262.9156958952,590.0547074096,425.3381650315
P17993,804.3144302685,801.479777627,356.7534753526,461.1594442018
P25534,90.6980340855,114.8166357083,97.9730672186,91.7348940935
P37440,84.6386881225,418.649385887,193.6381150748,594.9763973032
P0A8F4,312.4147087946,292.0454446513,322.9913633414,352.9730622007
P12758,104.8945828968,55.0506037354,101.9987964096,63.6299744649
P0AG80,335.3846509464,788.4053400913,3431.4772864793,1351.2175527769
P10907,28.1531608027,62.1434967043,24.6710762287,36.6766592082
P10908,168.0636632014,242.9048715848,215.7003204066,180.1455865367
P0AGA6,61.9427279168,75.6927886258,30.1858989058,61.5612782247
P0A9W0,37.7426022593,27.5060472552,42.5958144496,41.1258783097
P12295,197.3586170845,209.3825917184,287.6869625467,301.9836067641
P0A8F0,7027.5593002755,8416.4820411549,5730.2107882176,7948.6285251144
P60472,76.4748548644,91.6691124329,13.9977293827,62.1588398161
P0AGM7,130.8669175015,117.2166297004,212.7295426278,143.5294136927
P08390,667.3505006973,506.2992554745,537.1273849351,463.406801768
P07024,710.6454683835,716.8370981809,859.042638134,876.2774085336
P0AED0,6958.8355080473,8813.0780319245,6291.2265434913,9244.6346477861
P0A8S5,48.444555555,28.2271009646,212.7294103438,179.077812574
P0AAB8,347.7219088315,444.4418246642,1051.3133584149,572.804228908
P0AAC0,858.9728901953,878.3535932794,2846.1139227821,2250.5751465568
P37903,998.8214025524,3631.8102807336,10258.048664305,7663.7719477962
P39177,1182.0957485347,1478.6809451512,7979.8962779032,6038.1545450147
P43672,180.9342838936,153.0577377402,125.5362734995,119.0333298503
P0A698,165.2001047908,180.2769597927,212.6159623828,170.5875546196
P0A8F8,172.2256943431,155.8743857693,166.3295368545,128.2637594336
P03018,65.1623500274,71.7182287746,34.5196263004,63.1567364727
P0AED5,211.8383403645,114.3542822302,85.3056266644,42.9548192285
P0A8G3,33.62410436,73.4388350206,73.0555131192,79.6549438069
P24215,154.8635861488,361.7692372174,195.3148943728,331.9404294411
P39160,84.4726902614,220.2117099923,75.8972839066,145.3157531392
P39161,42.0632324026,45.143170821,45.9282429051,30.9800574649
P07118,1380.3519238681,1038.7666053325,1258.1537720684,1057.5137840615
P25535,45.8088069182,70.5355223663,58.229532983,50.663337964
P0AC75,234.3767822749,186.5000816091,230.9809433249,124.9815105869
P27242,68.2216781916,52.8062776197,59.4856837309,56.9039733904
P37750,125.0706276367,107.1402629084,107.0638418565,154.0001076495
P0AC78,47.8278821234,47.427220267,59.0550869715,63.0451891497
P27828,172.54778207,112.3642951642,144.6103932626,103.1571132284
P27829,127.308669935,99.4517622723,118.0773535417,110.2860044494
P56258,21.8903238859,14.9936290489,21.8552816797,17.3143693208
P27836,46.9142028452,35.5715422181,87.5545991023,46.7884140824
P0A8G6,2993.6380256256,3153.8929664606,6528.5942085545,4638.6391953273
P76372,1229.2029045101,1115.6628933412,1590.597144261,1099.4251453031
P0AG00,327.8915031783,292.1473160846,321.16479479,289.7096044623
P04994,97.8159091954,74.8747892764,118.9979081793,107.731164177
P0A8G9,771.8456608979,793.3108055492,1004.5174353396,629.2713131544
P09030,428.9472893616,351.2068313307,471.3380331211,475.7313542874
P09099,36.8966130861,30.4212525694,101.3370052452,86.842804322
P37387,72.8204454377,406.9741166138,275.6703818012,466.886151477
P0A8I3,471.4326263544,377.2741965408,156.9437429056,220.9765629495
P0AA95,43.5478842795,109.4382944214,64.1380336026,65.610193738
P36680,195.4979260622,169.6506445416,224.2060669466,187.7755212041
P0A8H8,304.9839738841,251.5365179436,139.1251315969,194.4759852709
P0A8E5,226.0554373836,148.6713432408,454.696355461,612.7966936441
P36879,197.8238689338,210.5155566698,270.9005974268,202.9645426213
P28634,41.2293660147,47.0778174499,37.0958341349,41.229899049
P62768,1477.0009441117,2005.7149959705,2758.2372725462,2965.0569896491
P0A8K5,495.1653671788,356.0023460531,581.590035632,221.4619421437
P52096,129.6294869417,150.3240170301,205.8470207875,121.1149031411
P0A940,1329.5163984648,1233.7717885632,1422.2778579723,1347.389062485
P30864,80.6947794381,100.465840009,116.2722814813,113.5983201123
P0A8U2,38.4835164532,29.4427735681,81.1476159846,14.3095390253
Q47147,122.9634667965,98.2442728367,124.5111283075,109.1795869427
P75682,27.951970976,41.0798639772,23.2278594541,41.7910104799
P77300,33.1388007025,23.7646124992,21.7202772828,28.3959919629
P0AAA1,647.5268187322,209.7481325513,728.5860504882,301.0527992903
P77554,57.0678708065,51.6210772202,66.6212885115,61.4692555746
P75691,1636.0021810978,2121.5095431127,3922.7997310956,2040.8733096117
P75694,2366.4711070655,4774.8394938806,49173.6099923869,10057.1845899399
P0AAN5,522.6317802601,597.7822246238,1981.3286310395,653.7042980217
P0C037,1864.2636470024,1303.5323687873,1876.8258188338,1339.7215800065
P0A8D3,28.1509841887,32.9290852133,28.9204877963,20.4514706651
P51024,149.941917917,146.7654931327,102.9599572893,127.7690498618
P77562,13.8391820138,13.9072458348,4.7419805301,16.4984853645
P0ADZ7,2172.3453904837,2570.1729535692,2573.2381690416,3072.6461499538
P0AAQ2,265.6175150687,443.2045331733,22.0421318622,32.9623294546
P0ADA5,2240.6643680969,2528.4317867424,1930.0535507648,2650.1681153842
Q46948,557.0287576967,453.6378146962,464.905242211,471.9868217351
P77735,485.2258347542,667.6311340022,1712.4440468473,1098.069988283
P0A8E7,3587.2697416986,3245.9945153629,5461.1468849804,3730.0677262172
P0AAQ6,0.7285861018,3.9933357969,934.0721052192,81.0320647984
P0A8B5,1995.2492448822,2034.310743357,1451.0640078434,1614.3919690836
P0AAR3,503.3543873917,240.7326152903,472.3374341954,266.0296926563
P39830,149.5751619669,151.5929090919,189.2244731317,208.9318555836
P0A9T6,96.0067546452,55.9241718315,31.6827385115,16.7211507558
P77717,2102.0315413913,1697.7315576263,5732.2878289501,2106.7553356488
P0A9T8,72.0070680265,100.3871198685,42.2887084795,108.8586161992
P77279,117.4237454886,121.3804508966,119.7643559044,105.1608379585
P77395,1008.389097519,875.4256266979,951.0396172048,884.0147293479
P0AFP4,133.9337614764,97.6372711733,164.8126801405,132.6731922176
P77504,10.1096183039,14.7116372635,11.7487243869,15.2571315366
P0AAS7,629.7626323293,736.778219585,440.2563089989,631.3614840224
P0AAT2,50.4654259936,71.5838884273,40.2707261622,80.7776367129
P45579,484.2759615934,566.7252549609,367.5222538799,532.6567247049
P77213,58.3604879831,122.0102456247,368.699502031,210.3972324176
P77806,279.2324106075,263.066408725,52.7932448127,105.6773098216
P0AAT6,591.2422176781,468.2599514213,436.6389853928,368.3734960429
P0A8J4,2751.6055293475,2480.8606206662,542.500777509,644.386361631
P0AAT9,342.262093242,377.6485993503,2785.8149103613,2099.0594159559
P0A898,405.5649224944,353.2095217748,743.8756584109,425.6622037168
P0A9K3,881.1341416983,730.7954535824,741.8585524224,639.2381042788
P0AAU2,127.2272341681,14.2842278795,62.542393055,3.5062550417
P0AAU7,121.2998610509,113.9677233196,90.0340301304,146.7351517194
P75736,218.3415765784,423.0406404578,224.8859735225,350.7341450769
P24252,18.9258483857,9.2690508644,28.8018401478,12.4875752348
P0A8Z3,182.7845323524,141.9927470452,142.1395112146,148.5105349917
P45955,897.6787703449,689.3963287014,941.3964320935,672.2992502588
P0AFP6,954.6449842322,975.6842069758,1033.325069878,1911.4875672186
P0AAV4,230.0245207799,227.6102797229,184.7737221578,192.9878192152
P75745,138.8491851324,156.8066040383,97.6288557241,145.9224507367
P75746,59.7262523346,62.285520822,56.379066354,53.9477135763
P0AAV6,302.3703714374,453.555371135,3243.1428052892,793.4864631635
